--- 分析日志 for: .\VAH16.csv ---
--- 协议: CC charge current 1.5C ---

发现 3943 个由Ns变化定义的片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
947      | 814744.29       | 864.27     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.97W
948      | 815638.55       | 2027.03    | 恒压充电 (CV Charge)                    | I= 1038.4mA, V=4.20V, P=  4.36W
949      | 817695.58       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
950      | 818565.63       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14494.3mA, V=3.71V, P=-53.68W
951      | 818640.58       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4286.6mA, V=3.79V, P=-16.25W
952      | 819440.58       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16442.0mA, V=3.22V, P=-52.63W
953      | 819575.58       | 1094.93    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
954      | 820700.51       | 860.42     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.97W
955      | 821590.93       | 2030.69    | 恒压充电 (CV Charge)                    | I= 1038.0mA, V=4.20V, P=  4.36W
956      | 823651.62       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
957      | 824521.67       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14497.1mA, V=3.71V, P=-53.68W
958      | 824596.62       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4287.3mA, V=3.79V, P=-16.25W
959      | 825396.62       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16451.4mA, V=3.21V, P=-52.63W
960      | 825531.62       | 1050.54    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
961      | 826612.16       | 860.98     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.97W
962      | 827503.14       | 2029.14    | 恒压充电 (CV Charge)                    | I= 1037.5mA, V=4.20V, P=  4.36W
963      | 829562.28       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
964      | 830432.33       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14494.6mA, V=3.71V, P=-53.68W
965      | 830507.28       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4286.8mA, V=3.79V, P=-16.25W
966      | 831307.28       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16451.5mA, V=3.21V, P=-52.63W
967      | 831442.28       | 1085.98    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
968      | 832558.26       | 860.14     | 恒流充电 (CC Charge)                    | I= 4489.2mA, V=4.00V, P= 17.97W
969      | 833448.39       | 2034.83    | 恒压充电 (CV Charge)                    | I= 1038.7mA, V=4.20V, P=  4.36W
970      | 835513.22       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
971      | 836383.27       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14498.1mA, V=3.71V, P=-53.68W
972      | 836458.22       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4287.0mA, V=3.79V, P=-16.25W
973      | 837258.22       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16455.7mA, V=3.21V, P=-52.63W
974      | 837393.22       | 1016.42    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
975      | 838439.64       | 860.54     | 恒流充电 (CC Charge)                    | I= 4489.1mA, V=4.00V, P= 17.97W
976      | 839330.18       | 2042.22    | 恒压充电 (CV Charge)                    | I= 1024.9mA, V=4.20V, P=  4.30W
977      | 841402.40       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
978      | 842272.44       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14501.5mA, V=3.71V, P=-53.68W
979      | 842347.40       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4287.7mA, V=3.79V, P=-16.25W
980      | 843147.40       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16462.1mA, V=3.21V, P=-52.63W
981      | 843282.39       | 1041.60    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
982      | 844353.99       | 860.36     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.97W
983      | 845244.35       | 2047.54    | 恒压充电 (CV Charge)                    | I= 1025.0mA, V=4.20V, P=  4.30W
984      | 847321.90       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
985      | 848191.95       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14506.1mA, V=3.70V, P=-53.68W
986      | 848266.90       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4288.0mA, V=3.79V, P=-16.25W
987      | 849066.90       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16469.1mA, V=3.21V, P=-52.63W
988      | 849201.90       | 1037.23    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
989      | 850269.12       | 860.57     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.97W
990      | 851159.70       | 2048.23    | 恒压充电 (CV Charge)                    | I= 1025.7mA, V=4.20V, P=  4.31W
991      | 853237.93       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
992      | 854107.98       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14512.9mA, V=3.70V, P=-53.68W
993      | 854182.93       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4288.8mA, V=3.79V, P=-16.25W
994      | 854982.93       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16481.4mA, V=3.21V, P=-52.63W
995      | 855117.92       | 1016.45    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
996      | 856164.37       | 860.53     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.97W
997      | 857054.91       | 2056.24    | 恒压充电 (CV Charge)                    | I= 1026.4mA, V=4.20V, P=  4.31W
998      | 859141.15       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
999      | 860011.20       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14517.1mA, V=3.70V, P=-53.68W
1000     | 860086.15       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4289.6mA, V=3.79V, P=-16.25W
1001     | 860886.15       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16492.7mA, V=3.21V, P=-52.63W
1002     | 861021.15       | 918.56     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1003     | 861969.71       | 862.18     | 恒流充电 (CC Charge)                    | I= 4488.5mA, V=4.00V, P= 17.96W
1004     | 862861.89       | 2054.96    | 恒压充电 (CV Charge)                    | I= 1024.7mA, V=4.20V, P=  4.30W
1005     | 864946.85       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1006     | 865816.90       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14509.6mA, V=3.70V, P=-53.68W
1007     | 865891.85       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4288.5mA, V=3.79V, P=-16.25W
1008     | 866691.85       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16475.9mA, V=3.21V, P=-52.63W
1009     | 866826.85       | 1043.99    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1010     | 867900.84       | 861.68     | 恒流充电 (CC Charge)                    | I= 4488.4mA, V=4.00V, P= 17.97W
1011     | 868792.52       | 2043.20    | 恒压充电 (CV Charge)                    | I= 1024.5mA, V=4.20V, P=  4.30W
1012     | 870865.72       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1013     | 871735.76       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14501.6mA, V=3.71V, P=-53.68W
1014     | 871810.72       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4287.3mA, V=3.79V, P=-16.25W
1015     | 872610.72       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16463.3mA, V=3.21V, P=-52.63W
1016     | 872745.71       | 1019.49    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1017     | 873795.21       | 862.07     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.97W
1018     | 874687.28       | 2040.76    | 恒压充电 (CV Charge)                    | I= 1022.4mA, V=4.20V, P=  4.29W
1019     | 876758.04       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1020     | 877628.09       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14501.9mA, V=3.71V, P=-53.68W
1021     | 877703.04       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4287.1mA, V=3.79V, P=-16.25W
1022     | 878503.04       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16463.0mA, V=3.21V, P=-52.63W
1023     | 878638.03       | 1126.58    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
1024     | 879794.61       | 861.03     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.97W
1025     | 880685.64       | 2044.15    | 恒压充电 (CV Charge)                    | I= 1023.6mA, V=4.20V, P=  4.30W
1026     | 882759.79       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1027     | 883629.84       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14504.7mA, V=3.70V, P=-53.68W
1028     | 883704.79       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4287.5mA, V=3.79V, P=-16.25W
1029     | 884504.79       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16469.7mA, V=3.21V, P=-52.63W
1030     | 884639.79       | 1144.16    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
1031     | 885813.95       | 861.36     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.97W
1032     | 886705.31       | 2033.67    | 恒压充电 (CV Charge)                    | I= 1037.2mA, V=4.20V, P=  4.36W
1033     | 888768.99       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1034     | 889639.04       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14511.6mA, V=3.70V, P=-53.68W
1035     | 889713.99       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4288.8mA, V=3.79V, P=-16.25W
1036     | 890513.99       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16482.7mA, V=3.21V, P=-52.63W
1037     | 890648.98       | 1105.01    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1038     | 891783.99       | 861.76     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.97W
1039     | 892675.75       | 2057.61    | 恒压充电 (CV Charge)                    | I= 1024.7mA, V=4.20V, P=  4.30W
1040     | 894763.36       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1041     | 895633.42       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14511.7mA, V=3.70V, P=-53.68W
1042     | 895708.37       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4288.8mA, V=3.79V, P=-16.25W
1043     | 896508.36       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16485.0mA, V=3.21V, P=-52.63W
1044     | 896643.36       | 1005.63    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1045     | 897678.99       | 862.11     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.97W
1046     | 898571.10       | 1942.50    | 恒压充电 (CV Charge)                    | I= 1078.2mA, V=4.20V, P=  4.53W
1047     | 900543.59       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1048     | 901413.64       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14514.7mA, V=3.70V, P=-53.68W
1049     | 901488.59       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4289.8mA, V=3.79V, P=-16.25W
1050     | 902288.59       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16496.0mA, V=3.21V, P=-52.63W
1051     | 902423.59       | 1079.25    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1052     | 903532.84       | 863.83     | 恒流充电 (CC Charge)                    | I= 4488.3mA, V=4.00V, P= 17.96W
1053     | 904426.67       | 2065.79    | 恒压充电 (CV Charge)                    | I= 1026.0mA, V=4.20V, P=  4.31W
1054     | 906522.46       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1055     | 907392.51       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14520.9mA, V=3.70V, P=-53.68W
1056     | 907467.46       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4289.8mA, V=3.79V, P=-16.25W
1057     | 908267.46       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16501.3mA, V=3.20V, P=-52.63W
1058     | 908402.45       | 987.95     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1059     | 909420.40       | 861.66     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.97W
1060     | 910312.07       | 2070.40    | 恒压充电 (CV Charge)                    | I= 1011.1mA, V=4.20V, P=  4.25W
1061     | 912412.47       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1062     | 913282.52       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14527.8mA, V=3.70V, P=-53.68W
1063     | 913357.47       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4290.4mA, V=3.79V, P=-16.25W
1064     | 914157.47       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16511.9mA, V=3.20V, P=-52.63W
1065     | 914292.47       | 1055.20    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1066     | 915377.67       | 861.50     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.97W
1067     | 916269.17       | 1997.14    | 恒压充电 (CV Charge)                    | I= 1052.6mA, V=4.20V, P=  4.42W
1068     | 918296.32       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1069     | 919166.37       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14531.9mA, V=3.70V, P=-53.67W
1070     | 919241.32       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4291.4mA, V=3.79V, P=-16.25W
1071     | 920041.32       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16524.0mA, V=3.20V, P=-52.62W
1072     | 920176.31       | 1046.69    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1073     | 921253.00       | 863.90     | 恒流充电 (CC Charge)                    | I= 4489.3mA, V=4.00V, P= 17.97W
1074     | 922146.90       | 2067.68    | 恒压充电 (CV Charge)                    | I= 1026.5mA, V=4.20V, P=  4.31W
1075     | 924244.58       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1076     | 925114.64       | 74.94      | 任务剖面: 起飞 (Take-off)                 | I=-14534.5mA, V=3.70V, P=-53.67W
1077     | 925189.58       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4292.1mA, V=3.79V, P=-16.25W
1078     | 925989.58       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16527.0mA, V=3.20V, P=-52.63W
1079     | 926124.58       | 1020.00    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1080     | 927156.07       | 0.00       | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
1081     | 927186.07       | 3578.96    | 其他充电阶段                              | I= 1489.6mA, V=3.97V, P=  5.91W
1082     | 930795.03       | 1957.18    | 恒压充电 (CV Charge)                    | I=  412.3mA, V=4.20V, P=  1.73W
1083     | 932782.20       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1084     | 933652.25       | 3599.95    | RPT: C/5 容量测试放电                     | I= -610.8mA, V=4.06V, P= -2.48W
1085     | 937252.20       | 30.00      | RPT: IR测量前静置                        | I=  -78.1mA, V=4.01V, P= -0.31W
1086     | 937282.20       | 7200.00    | RPT: C/5 容量测试放电                     | I= -610.9mA, V=3.79V, P= -2.32W
1087     | 944482.20       | 30.00      | RPT: IR测量前静置                        | I=  -77.6mA, V=3.61V, P= -0.28W
1088     | 944512.20       | 6439.52    | RPT: C/5 容量测试放电                     | I= -610.9mA, V=3.28V, P= -2.00W

>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> RPT完成 & 验证点 <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
>>> 在此RPT之前已完成的任务循环次数: 50
>>> 结论: 计数符合'每50个循环一次RPT'的规则。
>>> 数据点记录: Capacity = 2926.68 mAh, Cycle Number = 154
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> 验证完成 <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<

1089     | 950981.73       | 870.00     | 静置 (Rest)                           | I=    0.0mA, V=2.75V, P=  0.00W
1090     | 951881.72       | 1722.89    | 恒流充电 (CC Charge)                    | I= 4489.3mA, V=3.85V, P= 17.26W
1091     | 953634.61       | 2207.68    | 恒压充电 (CV Charge)                    | I= 1037.7mA, V=4.20V, P=  4.36W
1092     | 955872.29       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1093     | 956742.35       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14545.9mA, V=3.69V, P=-53.67W
1094     | 956817.29       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4292.0mA, V=3.79V, P=-16.25W
1095     | 957617.29       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16396.5mA, V=3.22V, P=-52.63W
1096     | 957752.29       | 868.73     | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
1097     | 958651.02       | 858.91     | 恒流充电 (CC Charge)                    | I= 4489.5mA, V=4.00V, P= 17.97W
1098     | 959539.92       | 2108.80    | 恒压充电 (CV Charge)                    | I= 1000.8mA, V=4.20V, P=  4.20W
1099     | 961678.73       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1100     | 962548.79       | 74.94      | 任务剖面: 起飞 (Take-off)                 | I=-14548.5mA, V=3.69V, P=-53.67W
1101     | 962623.73       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4293.0mA, V=3.79V, P=-16.25W
1102     | 963423.73       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16416.7mA, V=3.22V, P=-52.63W
1103     | 963558.73       | 919.13     | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
1104     | 964507.86       | 859.55     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.97W
1105     | 965397.41       | 2108.06    | 恒压充电 (CV Charge)                    | I=  999.7mA, V=4.20V, P=  4.20W
1106     | 967535.47       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1107     | 968405.52       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14551.1mA, V=3.69V, P=-53.67W
1108     | 968480.47       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4293.5mA, V=3.79V, P=-16.25W
1109     | 969280.47       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16442.8mA, V=3.22V, P=-52.63W
1110     | 969415.46       | 922.74     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1111     | 970368.20       | 860.42     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.97W
1112     | 971258.62       | 2102.51    | 恒压充电 (CV Charge)                    | I=  999.5mA, V=4.20V, P=  4.20W
1113     | 973391.13       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1114     | 974261.18       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14550.6mA, V=3.69V, P=-53.67W
1115     | 974336.13       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4293.2mA, V=3.79V, P=-16.25W
1116     | 975136.13       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16460.9mA, V=3.21V, P=-52.63W
1117     | 975271.13       | 949.79     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1118     | 976250.92       | 861.13     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.97W
1119     | 977142.05       | 2102.91    | 恒压充电 (CV Charge)                    | I=  999.8mA, V=4.20V, P=  4.20W
1120     | 979274.96       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1121     | 980145.02       | 74.94      | 任务剖面: 起飞 (Take-off)                 | I=-14547.2mA, V=3.69V, P=-53.68W
1122     | 980219.97       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4293.0mA, V=3.79V, P=-16.25W
1123     | 981019.97       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16468.4mA, V=3.21V, P=-52.63W
1124     | 981154.96       | 986.32     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1125     | 982171.28       | 861.27     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.97W
1126     | 983062.55       | 2100.74    | 恒压充电 (CV Charge)                    | I=  998.8mA, V=4.20V, P=  4.19W
1127     | 985193.29       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1128     | 986063.34       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14544.5mA, V=3.69V, P=-53.68W
1129     | 986138.29       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4292.6mA, V=3.79V, P=-16.25W
1130     | 986938.29       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16473.5mA, V=3.21V, P=-52.63W
1131     | 987073.29       | 925.77     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1132     | 988029.06       | 862.08     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.96W
1133     | 988921.14       | 2099.95    | 恒压充电 (CV Charge)                    | I= 1010.5mA, V=4.20V, P=  4.24W
1134     | 991051.09       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1135     | 991921.15       | 74.94      | 任务剖面: 起飞 (Take-off)                 | I=-14543.7mA, V=3.69V, P=-53.67W
1136     | 991996.10       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4292.3mA, V=3.79V, P=-16.25W
1137     | 992796.09       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16480.3mA, V=3.21V, P=-52.63W
1138     | 992931.09       | 1013.18    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1139     | 993974.27       | 861.23     | 恒流充电 (CC Charge)                    | I= 4488.4mA, V=4.00V, P= 17.96W
1140     | 994865.50       | 2109.12    | 恒压充电 (CV Charge)                    | I=  999.1mA, V=4.20V, P=  4.20W
1141     | 997004.63       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1142     | 997874.68       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14548.2mA, V=3.69V, P=-53.67W
1143     | 997949.63       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4293.0mA, V=3.79V, P=-16.25W
1144     | 998749.63       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16492.5mA, V=3.21V, P=-52.63W
1145     | 998884.62       | 979.92     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1146     | 999894.55       | 861.83     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.96W
1147     | 1000786.38      | 2107.11    | 恒压充电 (CV Charge)                    | I=  998.5mA, V=4.20V, P=  4.19W
1148     | 1002923.49      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1149     | 1003793.54      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14552.3mA, V=3.69V, P=-53.67W
1150     | 1003868.49      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4293.5mA, V=3.79V, P=-16.25W
1151     | 1004668.49      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16503.4mA, V=3.20V, P=-52.63W
1152     | 1004803.49      | 992.91     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1153     | 1005826.40      | 862.13     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.96W
1154     | 1006718.53      | 2112.71    | 恒压充电 (CV Charge)                    | I=  999.0mA, V=4.20V, P=  4.20W
1155     | 1008861.24      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1156     | 1009731.29      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14557.2mA, V=3.69V, P=-53.67W
1157     | 1009806.24      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4294.1mA, V=3.79V, P=-16.25W
1158     | 1010606.24      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16514.2mA, V=3.20V, P=-52.62W
1159     | 1010741.24      | 999.52     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1160     | 1011770.75      | 862.18     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.96W
1161     | 1012662.93      | 2121.73    | 恒压充电 (CV Charge)                    | I=  999.6mA, V=4.20V, P=  4.20W
1162     | 1014814.66      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1163     | 1015684.72      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14560.8mA, V=3.69V, P=-53.68W
1164     | 1015759.66      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4294.9mA, V=3.79V, P=-16.25W
1165     | 1016559.66      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16527.0mA, V=3.20V, P=-52.63W
1166     | 1016694.66      | 989.83     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1167     | 1017714.49      | 862.24     | 恒流充电 (CC Charge)                    | I= 4489.1mA, V=4.00V, P= 17.96W
1168     | 1018606.72      | 2130.12    | 恒压充电 (CV Charge)                    | I=  987.8mA, V=4.20V, P=  4.15W
1169     | 1020766.85      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1170     | 1021636.90      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14563.8mA, V=3.69V, P=-53.67W
1171     | 1021711.85      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4295.3mA, V=3.79V, P=-16.25W
1172     | 1022511.85      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16538.0mA, V=3.20V, P=-52.63W
1173     | 1022646.85      | 916.02     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1174     | 1023592.87      | 862.08     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.96W
1175     | 1024484.95      | 2133.39    | 恒压充电 (CV Charge)                    | I=  987.6mA, V=4.20V, P=  4.15W
1176     | 1026648.34      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1177     | 1027518.40      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14568.5mA, V=3.69V, P=-53.67W
