--- 分析日志 for: .\VAH12.csv ---
--- 协议: Short cruise (400 sec) ---

发现 16583 个由Ns变化定义的片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
2750     | 2233289.43      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14774.1mA, V=3.63V, P=-53.60W
2751     | 2233364.38      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4281.5mA, V=3.84V, P=-16.41W
2752     | 2233764.38      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15595.9mA, V=3.38V, P=-52.55W
2753     | 2233899.38      | 843.14     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2754     | 2234772.52      | 885.39     | 恒流充电 (CC Charge)                    | I= 3003.7mA, V=4.04V, P= 12.14W
2755     | 2235687.92      | 2357.92    | 恒压充电 (CV Charge)                    | I=  706.9mA, V=4.20V, P=  2.97W
2756     | 2238075.83      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2757     | 2238945.88      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14768.6mA, V=3.63V, P=-53.60W
2758     | 2239020.84      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4280.8mA, V=3.84V, P=-16.41W
2759     | 2239420.84      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15592.9mA, V=3.38V, P=-52.54W
2760     | 2239555.83      | 837.03     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2761     | 2240422.86      | 884.21     | 恒流充电 (CC Charge)                    | I= 3003.6mA, V=4.04V, P= 12.14W
2762     | 2241337.07      | 2357.59    | 恒压充电 (CV Charge)                    | I=  707.1mA, V=4.20V, P=  2.97W
2763     | 2243724.65      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2764     | 2244594.70      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14779.3mA, V=3.63V, P=-53.60W
2765     | 2244669.65      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4281.8mA, V=3.84V, P=-16.41W
2766     | 2245069.65      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15598.8mA, V=3.38V, P=-52.54W
2767     | 2245204.65      | 853.80     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2768     | 2246088.45      | 886.73     | 恒流充电 (CC Charge)                    | I= 3003.6mA, V=4.04V, P= 12.14W
2769     | 2247005.18      | 2371.56    | 恒压充电 (CV Charge)                    | I=  699.4mA, V=4.20V, P=  2.94W
2770     | 2249406.74      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2771     | 2250276.79      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14775.7mA, V=3.63V, P=-53.60W
2772     | 2250351.74      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4281.9mA, V=3.84V, P=-16.41W
2773     | 2250751.74      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15596.4mA, V=3.38V, P=-52.54W
2774     | 2250886.74      | 857.09     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2775     | 2251773.82      | 885.70     | 恒流充电 (CC Charge)                    | I= 3003.8mA, V=4.04V, P= 12.14W
2776     | 2252689.52      | 2351.68    | 恒压充电 (CV Charge)                    | I=  705.4mA, V=4.20V, P=  2.96W
2777     | 2255071.20      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2778     | 2255941.24      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14774.6mA, V=3.63V, P=-53.59W
2779     | 2256016.20      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4281.6mA, V=3.84V, P=-16.41W
2780     | 2256416.20      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15599.0mA, V=3.38V, P=-52.54W
2781     | 2256551.19      | 849.13     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2782     | 2257430.33      | 885.53     | 恒流充电 (CC Charge)                    | I= 3003.7mA, V=4.04V, P= 12.14W
2783     | 2258345.86      | 2366.66    | 恒压充电 (CV Charge)                    | I=  706.4mA, V=4.20V, P=  2.97W
2784     | 2260742.52      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2785     | 2261612.56      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14773.7mA, V=3.63V, P=-53.60W
2786     | 2261687.52      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4281.6mA, V=3.84V, P=-16.41W
2787     | 2262087.52      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15596.9mA, V=3.38V, P=-52.54W
2788     | 2262222.52      | 850.06     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2789     | 2263102.57      | 884.10     | 恒流充电 (CC Charge)                    | I= 3004.0mA, V=4.04V, P= 12.14W
2790     | 2264016.67      | 2369.53    | 恒压充电 (CV Charge)                    | I=  706.6mA, V=4.20V, P=  2.97W
2791     | 2266416.20      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2792     | 2267286.25      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14783.4mA, V=3.63V, P=-53.60W
2793     | 2267361.21      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4282.9mA, V=3.84V, P=-16.41W
2794     | 2267761.20      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15607.0mA, V=3.38V, P=-52.54W
2795     | 2267896.20      | 827.40     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2796     | 2268753.60      | 884.54     | 恒流充电 (CC Charge)                    | I= 3003.4mA, V=4.04V, P= 12.14W
2797     | 2269668.14      | 2052.23    | 恒压充电 (CV Charge)                    | I=  789.7mA, V=4.20V, P=  3.32W
2798     | 2271750.37      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2799     | 2272620.41      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14795.7mA, V=3.63V, P=-53.59W
2800     | 2272695.37      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4286.1mA, V=3.83V, P=-16.41W
2801     | 2273095.37      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15632.9mA, V=3.37V, P=-52.54W
2802     | 2273230.36      | 794.76     | 静置 (Rest)                           | I=    0.0mA, V=3.78V, P=  0.00W
2803     | 2274055.12      | 897.33     | 恒流充电 (CC Charge)                    | I= 3003.4mA, V=4.04V, P= 12.13W
2804     | 2274982.45      | 2386.96    | 恒压充电 (CV Charge)                    | I=  702.9mA, V=4.20V, P=  2.95W
2805     | 2277399.41      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2806     | 2278269.46      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14798.8mA, V=3.63V, P=-53.59W
2807     | 2278344.42      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4284.2mA, V=3.84V, P=-16.41W
2808     | 2278744.41      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15624.8mA, V=3.38V, P=-52.54W
2809     | 2278879.41      | 773.32     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2810     | 2279682.73      | 884.81     | 恒流充电 (CC Charge)                    | I= 3003.5mA, V=4.04V, P= 12.14W
2811     | 2280597.54      | 1990.31    | 恒压充电 (CV Charge)                    | I=  809.8mA, V=4.20V, P=  3.40W
2812     | 2282617.85      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.17V, P=  0.00W
2813     | 2283487.90      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14806.2mA, V=3.63V, P=-53.60W
2814     | 2283562.86      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4287.0mA, V=3.83V, P=-16.41W
2815     | 2283962.85      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15645.0mA, V=3.37V, P=-52.54W
2816     | 2284097.85      | 786.26     | 静置 (Rest)                           | I=    0.0mA, V=3.78V, P=  0.00W
2817     | 2284914.11      | 901.70     | 恒流充电 (CC Charge)                    | I= 3003.5mA, V=4.04V, P= 12.14W
2818     | 2285845.81      | 2431.65    | 恒压充电 (CV Charge)                    | I=  689.0mA, V=4.20V, P=  2.89W
2819     | 2288307.47      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2820     | 2289177.51      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14803.8mA, V=3.63V, P=-53.60W
2821     | 2289252.47      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4284.8mA, V=3.84V, P=-16.41W
2822     | 2289652.47      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15628.4mA, V=3.38V, P=-52.55W
2823     | 2289787.46      | 783.44     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2824     | 2290600.90      | 883.16     | 恒流充电 (CC Charge)                    | I= 3003.4mA, V=4.04V, P= 12.14W
2825     | 2291514.06      | 2409.58    | 恒压充电 (CV Charge)                    | I=  694.1mA, V=4.20V, P=  2.92W
2826     | 2293953.64      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2827     | 2294823.69      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14807.7mA, V=3.63V, P=-53.60W
2828     | 2294898.64      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4285.2mA, V=3.84V, P=-16.41W
2829     | 2295298.64      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15631.1mA, V=3.37V, P=-52.54W
2830     | 2295433.64      | 777.10     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2831     | 2296240.75      | 883.81     | 恒流充电 (CC Charge)                    | I= 3004.2mA, V=4.04V, P= 12.14W
2832     | 2297154.56      | 2411.33    | 恒压充电 (CV Charge)                    | I=  694.8mA, V=4.20V, P=  2.92W
2833     | 2299595.89      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2834     | 2300465.94      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14810.4mA, V=3.62V, P=-53.59W
2835     | 2300540.90      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4285.7mA, V=3.83V, P=-16.41W
2836     | 2300940.89      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15637.2mA, V=3.37V, P=-52.55W
2837     | 2301075.89      | 769.20     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2838     | 2301875.09      | 884.25     | 恒流充电 (CC Charge)                    | I= 3003.6mA, V=4.04V, P= 12.14W
2839     | 2302789.34      | 2401.55    | 恒压充电 (CV Charge)                    | I=  694.9mA, V=4.20V, P=  2.92W
2840     | 2305220.89      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2841     | 2306090.93      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14814.6mA, V=3.62V, P=-53.60W
2842     | 2306165.89      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4286.3mA, V=3.83V, P=-16.41W
2843     | 2306565.89      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15640.5mA, V=3.37V, P=-52.54W
2844     | 2306700.88      | 768.09     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2845     | 2307498.97      | 884.83     | 恒流充电 (CC Charge)                    | I= 3003.6mA, V=4.04V, P= 12.14W
2846     | 2308413.80      | 2432.17    | 恒压充电 (CV Charge)                    | I=  688.2mA, V=4.20V, P=  2.89W
2847     | 2310875.97      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2848     | 2311746.01      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14814.5mA, V=3.62V, P=-53.59W
2849     | 2311820.97      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4286.3mA, V=3.83V, P=-16.41W
2850     | 2312220.97      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15641.2mA, V=3.37V, P=-52.54W
2851     | 2312355.96      | 757.56     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2852     | 2313143.52      | 883.09     | 恒流充电 (CC Charge)                    | I= 3003.5mA, V=4.04V, P= 12.14W
2853     | 2314056.61      | 2414.31    | 恒压充电 (CV Charge)                    | I=  695.1mA, V=4.20V, P=  2.92W
2854     | 2316500.93      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2855     | 2317370.98      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14813.8mA, V=3.62V, P=-53.59W
2856     | 2317445.93      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4285.7mA, V=3.83V, P=-16.41W
2857     | 2317845.93      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15640.6mA, V=3.37V, P=-52.54W
2858     | 2317980.93      | 763.54     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2859     | 2318774.46      | 886.04     | 恒流充电 (CC Charge)                    | I= 3003.7mA, V=4.04V, P= 12.14W
2860     | 2319690.51      | 2066.34    | 恒压充电 (CV Charge)                    | I=  791.1mA, V=4.20V, P=  3.32W
2861     | 2321786.84      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2862     | 2322656.89      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14799.6mA, V=3.63V, P=-53.60W
2863     | 2322731.85      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4286.0mA, V=3.83V, P=-16.41W
2864     | 2323131.84      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15631.6mA, V=3.37V, P=-52.54W
2865     | 2323266.84      | 832.11     | 静置 (Rest)                           | I=    0.0mA, V=3.78V, P=  0.00W
2866     | 2324128.95      | 900.65     | 恒流充电 (CC Charge)                    | I= 3003.4mA, V=4.04V, P= 12.14W
2867     | 2325059.60      | 2383.92    | 恒压充电 (CV Charge)                    | I=  700.5mA, V=4.20V, P=  2.94W
2868     | 2327473.52      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2869     | 2328343.57      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14776.4mA, V=3.63V, P=-53.60W
2870     | 2328418.52      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4282.3mA, V=3.84V, P=-16.41W
2871     | 2328818.52      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15598.3mA, V=3.38V, P=-52.54W
2872     | 2328953.52      | 900.77     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2873     | 2329884.29      | 886.91     | 恒流充电 (CC Charge)                    | I= 3003.4mA, V=4.04V, P= 12.14W
2874     | 2330801.20      | 2326.65    | 恒压充电 (CV Charge)                    | I=  713.2mA, V=4.20V, P=  3.00W
2875     | 2333157.85      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2876     | 2334027.90      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14766.5mA, V=3.64V, P=-53.60W
2877     | 2334102.85      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4280.9mA, V=3.84V, P=-16.41W
2878     | 2334502.85      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15587.9mA, V=3.38V, P=-52.54W
2879     | 2334637.85      | 930.00     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2880     | 2335584.06      | 0.00       | 静置 (Rest)                           | I=    0.0mA, V=3.80V, P=  0.00W
2881     | 2335594.06      | 2318.29    | 其他充电阶段                              | I= 1503.5mA, V=4.03V, P=  6.05W
2882     | 2337922.35      | 2689.00    | 恒压充电 (CV Charge)                    | I=  384.8mA, V=4.20V, P=  1.62W
2883     | 2340621.35      | 880.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
2884     | 2341511.40      | 3599.95    | RPT: C/5 容量测试放电                     | I= -595.2mA, V=4.05V, P= -2.41W
2885     | 2345111.35      | 30.00      | RPT: IR测量前静置                        | I=  -63.7mA, V=4.00V, P= -0.25W
2886     | 2345141.35      | 7200.00    | RPT: C/5 容量测试放电                     | I= -595.2mA, V=3.78V, P= -2.25W
2887     | 2352341.35      | 30.00      | RPT: IR测量前静置                        | I=  -63.2mA, V=3.59V, P= -0.23W
2888     | 2352371.35      | 5847.07    | RPT: C/5 容量测试放电                     | I= -595.3mA, V=3.28V, P= -1.95W

>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> RPT完成 & 验证点 <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
>>> 在此RPT之前已完成的任务循环次数: 50
>>> 结论: 计数符合'每50个循环一次RPT'的规则。
>>> 数据点记录: Capacity = 2753.52 mAh, Cycle Number = 409
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> 验证完成 <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<

2889     | 2358228.42      | 890.00     | 静置 (Rest)                           | I=    0.0mA, V=2.75V, P=  0.00W
2890     | 2359148.42      | 2616.12    | 恒流充电 (CC Charge)                    | I= 3003.5mA, V=3.83V, P= 11.50W
2891     | 2361794.54      | 2596.76    | 恒压充电 (CV Charge)                    | I=  741.2mA, V=4.20V, P=  3.11W
2892     | 2364421.30      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2893     | 2365291.34      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14731.2mA, V=3.64V, P=-53.54W
2894     | 2365366.30      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4279.1mA, V=3.84V, P=-16.41W
2895     | 2365766.30      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15537.8mA, V=3.39V, P=-52.54W
2896     | 2365901.30      | 890.92     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2897     | 2366822.22      | 880.27     | 恒流充电 (CC Charge)                    | I= 3003.2mA, V=4.04V, P= 12.14W
2898     | 2367732.49      | 2394.05    | 恒压充电 (CV Charge)                    | I=  701.6mA, V=4.20V, P=  2.95W
2899     | 2370156.54      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2900     | 2371026.58      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14742.0mA, V=3.64V, P=-53.53W
2901     | 2371101.54      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4280.3mA, V=3.84V, P=-16.41W
2902     | 2371501.54      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15552.6mA, V=3.39V, P=-52.55W
2903     | 2371636.53      | 912.12     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2904     | 2372578.66      | 882.31     | 恒流充电 (CC Charge)                    | I= 3003.3mA, V=4.04V, P= 12.14W
2905     | 2373490.97      | 2395.46    | 恒压充电 (CV Charge)                    | I=  699.5mA, V=4.20V, P=  2.94W
2906     | 2375916.42      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2907     | 2376786.46      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14746.4mA, V=3.64V, P=-53.53W
2908     | 2376861.42      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4281.1mA, V=3.84V, P=-16.41W
2909     | 2377261.42      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15562.8mA, V=3.39V, P=-52.54W
2910     | 2377396.42      | 896.61     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2911     | 2378323.03      | 882.89     | 恒流充电 (CC Charge)                    | I= 3003.3mA, V=4.04V, P= 12.14W
2912     | 2379235.92      | 2379.52    | 恒压充电 (CV Charge)                    | I=  698.5mA, V=4.20V, P=  2.93W
2913     | 2381645.44      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2914     | 2382515.48      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14753.8mA, V=3.63V, P=-53.54W
2915     | 2382590.44      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4282.1mA, V=3.84V, P=-16.41W
2916     | 2382990.44      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15574.3mA, V=3.39V, P=-52.54W
2917     | 2383125.44      | 884.77     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2918     | 2384040.21      | 883.32     | 恒流充电 (CC Charge)                    | I= 3003.5mA, V=4.04V, P= 12.14W
2919     | 2384953.54      | 2395.21    | 恒压充电 (CV Charge)                    | I=  699.2mA, V=4.20V, P=  2.94W
2920     | 2387378.75      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2921     | 2388248.79      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14757.9mA, V=3.63V, P=-53.54W
2922     | 2388323.75      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4282.5mA, V=3.84V, P=-16.41W
2923     | 2388723.75      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15583.1mA, V=3.38V, P=-52.55W
2924     | 2388858.74      | 889.72     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2925     | 2389778.47      | 883.56     | 恒流充电 (CC Charge)                    | I= 3003.5mA, V=4.04V, P= 12.14W
2926     | 2390692.03      | 2392.24    | 恒压充电 (CV Charge)                    | I=  698.5mA, V=4.20V, P=  2.93W
2927     | 2393114.27      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2928     | 2393984.31      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14784.6mA, V=3.63V, P=-53.60W
2929     | 2394059.27      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4283.0mA, V=3.84V, P=-16.41W
2930     | 2394459.27      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15590.4mA, V=3.38V, P=-52.54W
2931     | 2394594.27      | 860.61     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2932     | 2395484.88      | 883.52     | 恒流充电 (CC Charge)                    | I= 3003.6mA, V=4.04V, P= 12.14W
2933     | 2396398.41      | 2391.86    | 恒压充电 (CV Charge)                    | I=  699.3mA, V=4.20V, P=  2.94W
2934     | 2398820.27      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2935     | 2399690.31      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14769.1mA, V=3.63V, P=-53.53W
2936     | 2399765.27      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4284.0mA, V=3.84V, P=-16.41W
2937     | 2400165.27      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15600.5mA, V=3.38V, P=-52.55W
2938     | 2400300.27      | 844.56     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2939     | 2401174.83      | 884.04     | 恒流充电 (CC Charge)                    | I= 3003.8mA, V=4.04V, P= 12.14W
2940     | 2402088.87      | 2400.64    | 恒压充电 (CV Charge)                    | I=  692.1mA, V=4.20V, P=  2.91W
2941     | 2404519.51      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2942     | 2405389.55      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14795.5mA, V=3.63V, P=-53.60W
2943     | 2405464.51      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4284.4mA, V=3.84V, P=-16.41W
2944     | 2405864.51      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15604.9mA, V=3.38V, P=-52.54W
2945     | 2405999.51      | 838.79     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2946     | 2406868.30      | 885.50     | 恒流充电 (CC Charge)                    | I= 3003.8mA, V=4.04V, P= 12.14W
2947     | 2407783.80      | 2395.02    | 恒压充电 (CV Charge)                    | I=  699.7mA, V=4.20V, P=  2.94W
2948     | 2410208.82      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2949     | 2411078.87      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14780.9mA, V=3.63V, P=-53.60W
2950     | 2411153.82      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4282.3mA, V=3.84V, P=-16.41W
2951     | 2411553.82      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15587.7mA, V=3.38V, P=-52.54W
2952     | 2411688.82      | 919.95     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2953     | 2412638.77      | 885.77     | 恒流充电 (CC Charge)                    | I= 3003.4mA, V=4.04V, P= 12.14W
2954     | 2413554.54      | 2088.19    | 恒压充电 (CV Charge)                    | I=  778.2mA, V=4.20V, P=  3.27W
2955     | 2415672.73      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2956     | 2416542.77      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14775.4mA, V=3.63V, P=-53.60W
2957     | 2416617.73      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4283.1mA, V=3.84V, P=-16.41W
2958     | 2417017.73      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15592.9mA, V=3.38V, P=-52.54W
2959     | 2417152.73      | 939.93     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2960     | 2418122.66      | 897.68     | 恒流充电 (CC Charge)                    | I= 3003.3mA, V=4.04V, P= 12.13W
2961     | 2419050.34      | 2370.42    | 恒压充电 (CV Charge)                    | I=  698.1mA, V=4.20V, P=  2.93W
2962     | 2421450.76      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2963     | 2422320.81      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14773.6mA, V=3.63V, P=-53.60W
2964     | 2422395.76      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4281.9mA, V=3.84V, P=-16.41W
2965     | 2422795.76      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15583.2mA, V=3.38V, P=-52.54W
2966     | 2422930.76      | 932.95     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2967     | 2423893.71      | 885.59     | 恒流充电 (CC Charge)                    | I= 3003.2mA, V=4.04V, P= 12.14W
2968     | 2424809.30      | 2358.22    | 恒压充电 (CV Charge)                    | I=  705.0mA, V=4.20V, P=  2.96W
2969     | 2427197.52      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2970     | 2428067.57      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14778.6mA, V=3.63V, P=-53.60W
2971     | 2428142.52      | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4282.5mA, V=3.84V, P=-16.41W
2972     | 2428542.52      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15589.8mA, V=3.38V, P=-52.54W
2973     | 2428677.52      | 929.65     | 静置 (Rest)                           | I=    0.0mA, V=3.79V, P=  0.00W
2974     | 2429637.17      | 886.41     | 恒流充电 (CC Charge)                    | I= 3003.4mA, V=4.04V, P= 12.14W
2975     | 2430553.58      | 2405.48    | 恒压充电 (CV Charge)                    | I=  690.8mA, V=4.20V, P=  2.90W
2976     | 2432989.06      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2977     | 2433859.11      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14787.7mA, V=3.63V, P=-53.60W
