--- 分析日志 for: VAH22_new.csv ---
--- 协议: Extended cruise (1000 sec) ---

[高级数据清洗]: 发现并删除了 948 个数据点。

清洗后发现 3879 个有效片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
414      | 435215.30       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14422.4mA, V=3.73V, P=-53.68W
415      | 435290.25       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4314.3mA, V=3.76V, P=-16.22W
416      | 436290.25       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16837.1mA, V=3.14V, P=-52.51W
417      | 436425.25       | 802.29     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
418      | 437257.54       | 1767.37    | 恒流充电 (CC Charge)                    | I= 2989.2mA, V=3.95V, P= 11.80W
419      | 439054.91       | 1877.43    | 恒压充电 (CV Charge)                    | I=  896.7mA, V=4.20V, P=  3.77W
420      | 440962.34       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
421      | 441832.39       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14422.4mA, V=3.73V, P=-53.67W
422      | 441907.34       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4315.0mA, V=3.76V, P=-16.23W
423      | 442907.34       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16840.0mA, V=3.13V, P=-52.48W
424      | 443042.33       | 826.75     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
425      | 443899.09       | 1766.98    | 恒流充电 (CC Charge)                    | I= 2988.8mA, V=3.95V, P= 11.80W
426      | 445696.07       | 1880.70    | 恒压充电 (CV Charge)                    | I=  897.9mA, V=4.20V, P=  3.77W
427      | 447606.77       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
428      | 448476.82       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14424.1mA, V=3.72V, P=-53.67W
429      | 448551.77       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4315.7mA, V=3.76V, P=-16.23W
430      | 449551.77       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16844.3mA, V=3.13V, P=-52.46W
431      | 449686.77       | 835.23     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
432      | 450552.00       | 1767.41    | 恒流充电 (CC Charge)                    | I= 2989.1mA, V=3.95V, P= 11.80W
433      | 452349.41       | 1887.32    | 恒压充电 (CV Charge)                    | I=  897.8mA, V=4.20V, P=  3.77W
434      | 454266.73       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
435      | 455136.78       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14423.6mA, V=3.72V, P=-53.67W
436      | 455211.73       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4315.5mA, V=3.76V, P=-16.23W
437      | 456211.73       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16851.4mA, V=3.13V, P=-52.46W
438      | 456346.72       | 823.63     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
439      | 457200.36       | 1766.56    | 恒流充电 (CC Charge)                    | I= 2989.3mA, V=3.95V, P= 11.80W
440      | 458996.91       | 1896.38    | 恒压充电 (CV Charge)                    | I=  885.5mA, V=4.20V, P=  3.72W
441      | 460923.29       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
442      | 461793.35       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14430.6mA, V=3.72V, P=-53.66W
443      | 461868.30       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4316.8mA, V=3.76V, P=-16.23W
444      | 462868.30       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16877.2mA, V=3.13V, P=-52.47W
445      | 463003.29       | 835.94     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
446      | 463869.24       | 1768.19    | 恒流充电 (CC Charge)                    | I= 2989.5mA, V=3.95V, P= 11.80W
447      | 465667.43       | 1886.66    | 恒压充电 (CV Charge)                    | I=  898.0mA, V=4.20V, P=  3.77W
448      | 467584.09       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
449      | 468454.14       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14432.7mA, V=3.72V, P=-53.67W
450      | 468529.09       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4317.9mA, V=3.76V, P=-16.23W
451      | 469529.09       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16883.0mA, V=3.12V, P=-52.46W
452      | 469664.09       | 818.98     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
453      | 470513.07       | 1766.15    | 恒流充电 (CC Charge)                    | I= 2989.4mA, V=3.95V, P= 11.80W
454      | 472309.22       | 1910.17    | 恒压充电 (CV Charge)                    | I=  888.7mA, V=4.20V, P=  3.73W
455      | 474249.39       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
456      | 475119.44       | 74.94      | 任务剖面: 起飞 (Take-off)                 | I=-14438.2mA, V=3.72V, P=-53.67W
457      | 475194.39       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4318.0mA, V=3.76V, P=-16.23W
458      | 476194.39       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16897.8mA, V=3.12V, P=-52.45W
459      | 476329.39       | 833.56     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
460      | 477192.95       | 1768.43    | 恒流充电 (CC Charge)                    | I= 2989.4mA, V=3.95V, P= 11.80W
461      | 478991.38       | 1699.40    | 恒压充电 (CV Charge)                    | I=  979.5mA, V=4.20V, P=  4.11W
462      | 480720.78       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
463      | 481590.83       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14436.1mA, V=3.72V, P=-53.67W
464      | 481665.78       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4319.4mA, V=3.76V, P=-16.23W
465      | 482665.78       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16914.9mA, V=3.12V, P=-52.45W
466      | 482800.78       | 782.73     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
467      | 483613.51       | 1777.95    | 恒流充电 (CC Charge)                    | I= 2989.2mA, V=3.95V, P= 11.80W
468      | 485421.46       | 1904.95    | 恒压充电 (CV Charge)                    | I=  887.6mA, V=4.20V, P=  3.73W
469      | 487356.40       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
470      | 488226.46       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14433.3mA, V=3.72V, P=-53.67W
471      | 488301.41       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4317.2mA, V=3.76V, P=-16.23W
472      | 489301.40       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16901.1mA, V=3.12V, P=-52.46W
473      | 489436.40       | 830.01     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
474      | 490296.42       | 1768.27    | 恒流充电 (CC Charge)                    | I= 2989.1mA, V=3.95V, P= 11.80W
475      | 492094.69       | 1905.90    | 恒压充电 (CV Charge)                    | I=  887.0mA, V=4.20V, P=  3.72W
476      | 494030.59       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
477      | 494900.64       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14436.0mA, V=3.72V, P=-53.68W
478      | 494975.59       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4317.0mA, V=3.76V, P=-16.23W
479      | 495975.59       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16904.7mA, V=3.12V, P=-52.46W
480      | 496110.59       | 842.86     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
481      | 496983.45       | 1768.72    | 恒流充电 (CC Charge)                    | I= 2988.9mA, V=3.95V, P= 11.80W
482      | 498782.17       | 1905.35    | 恒压充电 (CV Charge)                    | I=  886.3mA, V=4.20V, P=  3.72W
483      | 500717.51       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
484      | 501587.56       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14431.8mA, V=3.72V, P=-53.67W
485      | 501662.52       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4317.2mA, V=3.76V, P=-16.23W
486      | 502662.51       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16909.9mA, V=3.12V, P=-52.47W
487      | 502797.51       | 829.14     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
488      | 503656.66       | 1770.36    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=3.95V, P= 11.81W
489      | 505457.02       | 1906.07    | 恒压充电 (CV Charge)                    | I=  884.4mA, V=4.20V, P=  3.71W
490      | 507393.09       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
491      | 508263.15       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14433.6mA, V=3.72V, P=-53.67W
492      | 508338.09       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4317.6mA, V=3.76V, P=-16.23W
493      | 509338.09       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16920.6mA, V=3.12V, P=-52.49W
494      | 509473.09       | 855.56     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
495      | 510358.65       | 1771.56    | 恒流充电 (CC Charge)                    | I= 2988.8mA, V=3.95V, P= 11.81W
496      | 512160.22       | 1896.80    | 恒压充电 (CV Charge)                    | I=  882.9mA, V=4.20V, P=  3.71W
497      | 514087.02       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
498      | 514957.06       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14436.4mA, V=3.72V, P=-53.67W
499      | 515032.02       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4318.8mA, V=3.76V, P=-16.23W
500      | 516032.02       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16915.7mA, V=3.12V, P=-52.46W
501      | 516167.02       | 843.59     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
502      | 517040.60       | 1772.28    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=3.95V, P= 11.81W
503      | 518842.88       | 1902.73    | 恒压充电 (CV Charge)                    | I=  882.7mA, V=4.20V, P=  3.71W
504      | 520775.61       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
505      | 521645.65       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14439.2mA, V=3.72V, P=-53.67W
506      | 521720.61       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4319.0mA, V=3.76V, P=-16.23W
507      | 522720.61       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16932.5mA, V=3.12V, P=-52.46W
508      | 522855.61       | 805.62     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
509      | 523691.23       | 1771.73    | 恒流充电 (CC Charge)                    | I= 2989.3mA, V=3.95V, P= 11.81W
510      | 525492.95       | 1905.95    | 恒压充电 (CV Charge)                    | I=  883.9mA, V=4.20V, P=  3.71W
511      | 527428.90       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
512      | 528298.95       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14438.0mA, V=3.72V, P=-53.66W
513      | 528373.91       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4318.6mA, V=3.76V, P=-16.23W
514      | 529373.90       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16942.5mA, V=3.11V, P=-52.47W
515      | 529508.90       | 801.08     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
516      | 530339.98       | 1772.54    | 恒流充电 (CC Charge)                    | I= 2989.6mA, V=3.95V, P= 11.81W
517      | 532142.52       | 1908.10    | 恒压充电 (CV Charge)                    | I=  883.2mA, V=4.20V, P=  3.71W
518      | 534080.62       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
519      | 534950.67       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14440.6mA, V=3.72V, P=-53.66W
520      | 535025.62       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4319.4mA, V=3.76V, P=-16.23W
521      | 536025.62       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16942.5mA, V=3.11V, P=-52.46W
522      | 536160.62       | 828.19     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
523      | 537018.81       | 1771.97    | 恒流充电 (CC Charge)                    | I= 2989.4mA, V=3.95V, P= 11.81W
524      | 538820.77       | 1912.42    | 恒压充电 (CV Charge)                    | I=  884.2mA, V=4.20V, P=  3.71W
525      | 540763.19       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
526      | 541633.24       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14439.3mA, V=3.72V, P=-53.67W
527      | 541708.19       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4318.9mA, V=3.76V, P=-16.23W
528      | 542708.19       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16942.1mA, V=3.11V, P=-52.45W
529      | 542843.19       | 835.20     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
530      | 543708.39       | 1770.83    | 恒流充电 (CC Charge)                    | I= 2989.5mA, V=3.95V, P= 11.81W
531      | 545509.22       | 1921.40    | 恒压充电 (CV Charge)                    | I=  873.4mA, V=4.20V, P=  3.67W
532      | 547460.62       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
533      | 548330.67       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14446.6mA, V=3.72V, P=-53.68W
534      | 548405.62       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4316.6mA, V=3.76V, P=-16.22W
535      | 549405.62       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16981.9mA, V=3.11V, P=-52.55W
536      | 549540.62       | 849.99     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
537      | 550420.61       | 1773.02    | 恒流充电 (CC Charge)                    | I= 2989.3mA, V=3.95V, P= 11.81W
538      | 552223.63       | 1913.00    | 恒压充电 (CV Charge)                    | I=  883.0mA, V=4.20V, P=  3.71W
539      | 554166.64       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
540      | 555036.68       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14447.9mA, V=3.72V, P=-53.67W
541      | 555111.64       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4316.9mA, V=3.76V, P=-16.22W
542      | 556111.64       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16981.4mA, V=3.11V, P=-52.54W
543      | 556246.63       | 857.97     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
544      | 557134.60       | 1773.64    | 恒流充电 (CC Charge)                    | I= 2989.1mA, V=3.95V, P= 11.80W
545      | 558938.24       | 1902.11    | 恒压充电 (CV Charge)                    | I=  882.5mA, V=4.20V, P=  3.71W
546      | 560870.35       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
547      | 561740.40       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14451.9mA, V=3.72V, P=-53.67W
548      | 561815.36       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4317.6mA, V=3.76V, P=-16.22W
549      | 562815.35       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16995.6mA, V=3.11V, P=-52.54W
550      | 562950.35       | 849.63     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
551      | 563829.99       | 1773.82    | 恒流充电 (CC Charge)                    | I= 2989.2mA, V=3.95V, P= 11.80W
552      | 565633.81       | 1921.78    | 恒压充电 (CV Charge)                    | I=  872.1mA, V=4.20V, P=  3.66W
553      | 567585.59       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
554      | 568455.63       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14450.5mA, V=3.72V, P=-53.67W
555      | 568530.59       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4317.8mA, V=3.76V, P=-16.22W
556      | 569530.59       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16996.6mA, V=3.11V, P=-52.54W
557      | 569665.59       | 835.33     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
558      | 570530.92       | 1773.97    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=3.95V, P= 11.80W
559      | 572334.89       | 1922.52    | 恒压充电 (CV Charge)                    | I=  871.4mA, V=4.20V, P=  3.66W
560      | 574287.41       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
561      | 575157.46       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14449.3mA, V=3.72V, P=-53.67W
562      | 575232.41       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4317.5mA, V=3.76V, P=-16.22W
563      | 576232.41       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17005.5mA, V=3.11V, P=-52.54W
564      | 576367.41       | 814.81     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
565      | 577212.22       | 1776.01    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=3.95V, P= 11.80W
566      | 579018.23       | 1912.45    | 恒压充电 (CV Charge)                    | I=  881.6mA, V=4.20V, P=  3.70W
567      | 580960.68       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
568      | 581830.72       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14441.3mA, V=3.72V, P=-53.67W
569      | 581905.68       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4316.7mA, V=3.76V, P=-16.22W
570      | 582905.68       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16982.5mA, V=3.11V, P=-52.54W
571      | 583040.67       | 890.05     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
572      | 583960.72       | 1776.87    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=3.95V, P= 11.80W
573      | 585767.59       | 1901.12    | 恒压充电 (CV Charge)                    | I=  878.5mA, V=4.20V, P=  3.69W
574      | 587698.71       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
575      | 588568.76       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14437.6mA, V=3.72V, P=-53.68W
576      | 588643.71       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4316.5mA, V=3.76V, P=-16.22W
577      | 589643.71       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16968.6mA, V=3.11V, P=-52.54W
578      | 589778.71       | 933.03     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
579      | 590741.74       | 1778.41    | 恒流充电 (CC Charge)                    | I= 2988.9mA, V=3.95V, P= 11.80W
580      | 592550.15       | 1896.06    | 恒压充电 (CV Charge)                    | I=  875.6mA, V=4.20V, P=  3.68W
581      | 594476.21       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
582      | 595346.26       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14429.0mA, V=3.72V, P=-53.68W
583      | 595421.21       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4314.8mA, V=3.76V, P=-16.22W
584      | 596421.21       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16956.5mA, V=3.12V, P=-52.54W
585      | 596556.21       | 922.51     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
586      | 597508.72       | 1774.39    | 恒流充电 (CC Charge)                    | I= 2989.3mA, V=3.95V, P= 11.80W
587      | 599313.11       | 1914.69    | 恒压充电 (CV Charge)                    | I=  877.6mA, V=4.20V, P=  3.69W
588      | 601257.79       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
589      | 602127.84       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14443.3mA, V=3.72V, P=-53.67W
590      | 602202.79       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4316.7mA, V=3.76V, P=-16.22W
591      | 603202.79       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16988.4mA, V=3.11V, P=-52.54W
592      | 603337.79       | 903.87     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
593      | 604271.66       | 1774.73    | 恒流充电 (CC Charge)                    | I= 2989.5mA, V=3.95V, P= 11.80W
594      | 606076.40       | 1920.14    | 恒压充电 (CV Charge)                    | I=  868.2mA, V=4.20V, P=  3.65W
595      | 608026.54       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
596      | 608896.58       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14451.0mA, V=3.72V, P=-53.67W
597      | 608971.54       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4318.4mA, V=3.76V, P=-16.22W
598      | 609971.54       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17009.0mA, V=3.11V, P=-52.54W
599      | 610106.54       | 904.22     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
600      | 611040.75       | 1773.20    | 恒流充电 (CC Charge)                    | I= 2989.5mA, V=3.95V, P= 11.80W
601      | 612843.96       | 1939.95    | 恒压充电 (CV Charge)                    | I=  871.0mA, V=4.20V, P=  3.66W
602      | 614813.91       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
603      | 615683.96       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14460.1mA, V=3.72V, P=-53.68W
604      | 615758.91       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4319.1mA, V=3.76V, P=-16.22W
605      | 616758.91       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17012.6mA, V=3.11V, P=-52.53W
606      | 616893.91       | 900.18     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
607      | 617824.09       | 1773.14    | 恒流充电 (CC Charge)                    | I= 2989.7mA, V=3.95V, P= 11.80W
608      | 619627.23       | 1936.94    | 恒压充电 (CV Charge)                    | I=  872.8mA, V=4.20V, P=  3.67W
609      | 621594.16       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
610      | 622464.21       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14462.2mA, V=3.72V, P=-53.67W
611      | 622539.16       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4319.2mA, V=3.76V, P=-16.22W
612      | 623539.16       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17031.7mA, V=3.10V, P=-52.53W
613      | 623674.16       | 858.49     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
614      | 624562.65       | 1774.09    | 恒流充电 (CC Charge)                    | I= 2989.4mA, V=3.95V, P= 11.80W
615      | 626366.74       | 1948.09    | 恒压充电 (CV Charge)                    | I=  873.3mA, V=4.20V, P=  3.67W
616      | 628344.84       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
617      | 629214.88       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14463.6mA, V=3.71V, P=-53.67W
618      | 629289.84       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4319.8mA, V=3.76V, P=-16.22W
619      | 630289.84       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17045.5mA, V=3.10V, P=-52.52W
620      | 630424.83       | 826.84     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
621      | 631281.67       | 1772.55    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=3.95V, P= 11.80W
622      | 633084.23       | 1951.33    | 恒压充电 (CV Charge)                    | I=  864.3mA, V=4.20V, P=  3.63W
623      | 635065.56       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
624      | 635935.61       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14466.8mA, V=3.71V, P=-53.67W
625      | 636010.56       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4320.8mA, V=3.76V, P=-16.22W
626      | 637010.56       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17051.3mA, V=3.10V, P=-52.50W
627      | 637145.56       | 851.37     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
628      | 638026.93       | 1775.01    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=3.95V, P= 11.80W
629      | 639831.94       | 1949.93    | 恒压充电 (CV Charge)                    | I=  873.5mA, V=4.20V, P=  3.67W
630      | 641811.87       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
631      | 642681.92       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14466.3mA, V=3.71V, P=-53.66W
632      | 642756.88       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4321.8mA, V=3.76V, P=-16.23W
633      | 643756.87       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17043.5mA, V=3.10V, P=-52.47W
634      | 643891.87       | 848.54     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
635      | 644770.41       | 1774.10    | 恒流充电 (CC Charge)                    | I= 2989.1mA, V=3.95V, P= 11.80W
636      | 646574.51       | 1962.22    | 恒压充电 (CV Charge)                    | I=  862.7mA, V=4.20V, P=  3.62W
637      | 648566.73       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
638      | 649436.78       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14475.6mA, V=3.71V, P=-53.66W
639      | 649511.74       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4322.8mA, V=3.76V, P=-16.23W
640      | 650511.73       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17057.9mA, V=3.09V, P=-52.47W
641      | 650646.73       | 809.19     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
642      | 651485.93       | 1773.05    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=3.95V, P= 11.80W
643      | 653288.97       | 1980.03    | 恒压充电 (CV Charge)                    | I=  854.3mA, V=4.20V, P=  3.59W
644      | 655299.00       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
645      | 656169.05       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14474.2mA, V=3.71V, P=-53.66W
646      | 656244.00       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4322.8mA, V=3.76V, P=-16.23W
647      | 657244.00       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17054.8mA, V=3.10V, P=-52.47W
648      | 657379.00       | 869.55     | 静置 (Rest)                           | I=    0.0mA, V=3.56V, P=  0.00W
649      | 658278.55       | 1773.20    | 恒流充电 (CC Charge)                    | I= 2988.9mA, V=3.95V, P= 11.80W
650      | 660081.75       | 1970.74    | 恒压充电 (CV Charge)                    | I=  865.1mA, V=4.20V, P=  3.63W
651      | 662082.49       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
652      | 662952.53       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14477.3mA, V=3.71V, P=-53.67W
