--- 分析日志 for: VAH20.csv ---
--- 协议: CC charge current 1.5C ---

清洗后发现 4315 个有效片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
810      | 719265.79       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14490.6mA, V=3.71V, P=-53.68W
811      | 719340.74       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4286.9mA, V=3.79V, P=-16.25W
812      | 720140.74       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16417.0mA, V=3.22V, P=-52.62W
813      | 720275.74       | 1094.00    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
814      | 721399.74       | 863.48     | 恒流充电 (CC Charge)                    | I= 4488.6mA, V=4.00V, P= 17.97W
815      | 722293.22       | 2013.65    | 恒压充电 (CV Charge)                    | I= 1043.2mA, V=4.20V, P=  4.38W
816      | 724336.87       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
817      | 725206.92       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14492.0mA, V=3.71V, P=-53.68W
818      | 725281.87       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4285.9mA, V=3.80V, P=-16.25W
819      | 726081.87       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16418.9mA, V=3.22V, P=-52.62W
820      | 726216.87       | 1015.98    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
821      | 727262.85       | 857.35     | 恒流充电 (CC Charge)                    | I= 4488.4mA, V=4.01V, P= 17.98W
822      | 728150.20       | 2008.84    | 恒压充电 (CV Charge)                    | I= 1057.1mA, V=4.20V, P=  4.44W
823      | 730189.03       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
824      | 731059.08       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14491.8mA, V=3.71V, P=-53.68W
825      | 731134.04       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4286.0mA, V=3.80V, P=-16.25W
826      | 731934.04       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16417.7mA, V=3.22V, P=-52.62W
827      | 732069.03       | 1064.97    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
828      | 733164.00       | 857.38     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.01V, P= 17.98W
829      | 734051.38       | 1847.89    | 恒压充电 (CV Charge)                    | I= 1130.6mA, V=4.20V, P=  4.75W
830      | 735929.27       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
831      | 736799.31       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14501.6mA, V=3.71V, P=-53.68W
832      | 736874.27       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4288.2mA, V=3.79V, P=-16.25W
833      | 737674.27       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16442.1mA, V=3.22V, P=-52.62W
834      | 737809.26       | 1039.83    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
835      | 738879.09       | 863.29     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.97W
836      | 739772.39       | 2024.14    | 恒压充电 (CV Charge)                    | I= 1044.2mA, V=4.20V, P=  4.39W
837      | 741826.53       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
838      | 742696.58       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14502.6mA, V=3.71V, P=-53.68W
839      | 742771.53       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4287.6mA, V=3.79V, P=-16.25W
840      | 743571.53       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16444.6mA, V=3.22V, P=-52.62W
841      | 743706.53       | 986.74     | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
842      | 744723.27       | 857.22     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.98W
843      | 745610.49       | 2033.42    | 恒压充电 (CV Charge)                    | I= 1044.6mA, V=4.20V, P=  4.39W
844      | 747673.91       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
845      | 748543.96       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14507.0mA, V=3.70V, P=-53.68W
846      | 748618.91       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4287.8mA, V=3.79V, P=-16.25W
847      | 749418.91       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16449.5mA, V=3.21V, P=-52.62W
848      | 749553.91       | 912.26     | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
849      | 750496.17       | 858.44     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.97W
850      | 751384.61       | 2029.93    | 恒压充电 (CV Charge)                    | I= 1042.7mA, V=4.20V, P=  4.38W
851      | 753444.55       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
852      | 754314.59       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14516.7mA, V=3.70V, P=-53.68W
853      | 754389.55       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4289.2mA, V=3.79V, P=-16.25W
854      | 755189.55       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16470.0mA, V=3.21V, P=-52.62W
855      | 755324.55       | 863.40     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
856      | 756217.95       | 858.80     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.97W
857      | 757106.75       | 2045.93    | 恒压充电 (CV Charge)                    | I= 1030.2mA, V=4.20V, P=  4.33W
858      | 759182.68       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
859      | 760052.73       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14518.1mA, V=3.70V, P=-53.68W
860      | 760127.68       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4289.2mA, V=3.79V, P=-16.25W
861      | 760927.68       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16472.7mA, V=3.21V, P=-52.62W
862      | 761062.67       | 888.26     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
863      | 761980.93       | 858.18     | 恒流充电 (CC Charge)                    | I= 4488.4mA, V=4.00V, P= 17.97W
864      | 762869.11       | 2049.75    | 恒压充电 (CV Charge)                    | I= 1030.5mA, V=4.20V, P=  4.33W
865      | 764948.86       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
866      | 765818.91       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14518.3mA, V=3.70V, P=-53.68W
867      | 765893.86       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4289.3mA, V=3.79V, P=-16.25W
868      | 766693.86       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16475.6mA, V=3.21V, P=-52.62W
869      | 766828.86       | 887.69     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
870      | 767746.55       | 858.59     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.97W
871      | 768635.14       | 2056.43    | 恒压充电 (CV Charge)                    | I= 1030.2mA, V=4.20V, P=  4.33W
872      | 770721.58       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
873      | 771591.63       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14518.7mA, V=3.70V, P=-53.68W
874      | 771666.58       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4289.2mA, V=3.79V, P=-16.25W
875      | 772466.58       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16472.6mA, V=3.21V, P=-52.62W
876      | 772601.57       | 926.61     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
877      | 773558.18       | 858.93     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.97W
878      | 774447.11       | 2048.20    | 恒压充电 (CV Charge)                    | I= 1029.9mA, V=4.20V, P=  4.33W
879      | 776525.31       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
880      | 777395.36       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14521.2mA, V=3.70V, P=-53.68W
881      | 777470.32       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4289.8mA, V=3.79V, P=-16.25W
882      | 778270.31       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16478.6mA, V=3.21V, P=-52.62W
883      | 778405.31       | 903.52     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
884      | 779338.84       | 859.07     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.97W
885      | 780227.91       | 2051.38    | 恒压充电 (CV Charge)                    | I= 1029.5mA, V=4.20V, P=  4.32W
886      | 782309.29       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
887      | 783179.34       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14522.4mA, V=3.70V, P=-53.68W
888      | 783254.29       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4289.9mA, V=3.79V, P=-16.25W
889      | 784054.29       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16483.9mA, V=3.21V, P=-52.62W
890      | 784189.29       | 913.43     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
891      | 785132.72       | 859.41     | 恒流充电 (CC Charge)                    | I= 4488.6mA, V=4.00V, P= 17.97W
892      | 786022.12       | 2051.08    | 恒压充电 (CV Charge)                    | I= 1029.5mA, V=4.20V, P=  4.32W
893      | 788103.20       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
894      | 788973.25       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14522.2mA, V=3.70V, P=-53.67W
895      | 789048.21       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4290.0mA, V=3.79V, P=-16.25W
896      | 789848.21       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16485.4mA, V=3.21V, P=-52.62W
897      | 789983.20       | 906.69     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
898      | 790919.90       | 859.80     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.97W
899      | 791809.69       | 2057.28    | 恒压充电 (CV Charge)                    | I= 1029.0mA, V=4.20V, P=  4.32W
900      | 793896.97       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
901      | 794767.02       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14522.1mA, V=3.70V, P=-53.68W
902      | 794841.97       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4290.0mA, V=3.79V, P=-16.25W
903      | 795641.97       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16484.6mA, V=3.21V, P=-52.62W
904      | 795776.97       | 936.61     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
905      | 796743.58       | 859.64     | 恒流充电 (CC Charge)                    | I= 4488.6mA, V=4.00V, P= 17.97W
906      | 797633.21       | 2055.04    | 恒压充电 (CV Charge)                    | I= 1029.2mA, V=4.20V, P=  4.32W
907      | 799718.26       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
908      | 800588.31       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14526.0mA, V=3.70V, P=-53.67W
909      | 800663.26       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4290.6mA, V=3.79V, P=-16.25W
910      | 801463.26       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16493.5mA, V=3.21V, P=-52.62W
911      | 801598.25       | 910.46     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
912      | 802538.71       | 859.92     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.97W
913      | 803428.64       | 2054.53    | 恒压充电 (CV Charge)                    | I= 1028.8mA, V=4.20V, P=  4.32W
914      | 805513.17       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
915      | 806383.22       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14526.6mA, V=3.70V, P=-53.67W
916      | 806458.17       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4290.5mA, V=3.79V, P=-16.25W
917      | 807258.17       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16496.7mA, V=3.21V, P=-52.62W
918      | 807393.16       | 919.95     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
919      | 808343.11       | 859.70     | 恒流充电 (CC Charge)                    | I= 4488.5mA, V=4.00V, P= 17.97W
920      | 809232.81       | 2057.25    | 恒压充电 (CV Charge)                    | I= 1029.5mA, V=4.20V, P=  4.32W
921      | 811320.06       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
922      | 812190.11       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14529.6mA, V=3.70V, P=-53.68W
923      | 812265.06       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4290.9mA, V=3.79V, P=-16.25W
924      | 813065.06       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16501.1mA, V=3.20V, P=-52.62W
925      | 813200.06       | 908.90     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
926      | 814138.96       | 859.96     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.97W
927      | 815028.92       | 2066.45    | 恒压充电 (CV Charge)                    | I= 1028.6mA, V=4.20V, P=  4.32W
928      | 817125.37       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
929      | 817995.41       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14532.9mA, V=3.70V, P=-53.68W
930      | 818070.37       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4291.0mA, V=3.79V, P=-16.25W
931      | 818870.37       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16507.1mA, V=3.20V, P=-52.62W
932      | 819005.37       | 917.72     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
933      | 819953.09       | 860.23     | 恒流充电 (CC Charge)                    | I= 4488.6mA, V=4.00V, P= 17.97W
934      | 820843.32       | 2062.43    | 恒压充电 (CV Charge)                    | I= 1029.1mA, V=4.20V, P=  4.32W
935      | 822935.75       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
936      | 823805.80       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14533.5mA, V=3.70V, P=-53.67W
937      | 823880.75       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4291.6mA, V=3.79V, P=-16.25W
938      | 824680.75       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16512.4mA, V=3.20V, P=-52.62W
939      | 824815.75       | 909.82     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
940      | 825755.57       | 860.49     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.97W
941      | 826646.06       | 2061.44    | 恒压充电 (CV Charge)                    | I= 1029.2mA, V=4.20V, P=  4.32W
942      | 828737.50       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
943      | 829607.55       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14533.4mA, V=3.70V, P=-53.67W
944      | 829682.50       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4291.3mA, V=3.79V, P=-16.25W
945      | 830482.50       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16513.8mA, V=3.20V, P=-52.62W
946      | 830617.49       | 913.59     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
947      | 831561.08       | 860.19     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.97W
948      | 832451.27       | 2070.37    | 恒压充电 (CV Charge)                    | I= 1016.4mA, V=4.20V, P=  4.27W
949      | 834551.64       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
950      | 835421.69       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14536.2mA, V=3.70V, P=-53.67W
951      | 835496.64       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4291.5mA, V=3.79V, P=-16.25W
952      | 836296.64       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16517.0mA, V=3.20V, P=-52.62W
953      | 836431.64       | 924.05     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
954      | 837385.69       | 860.60     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.97W
955      | 838276.28       | 2071.01    | 恒压充电 (CV Charge)                    | I= 1016.2mA, V=4.20V, P=  4.27W
956      | 840377.30       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
957      | 841247.34       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14515.0mA, V=3.70V, P=-53.60W
958      | 841322.30       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4291.4mA, V=3.79V, P=-16.25W
959      | 842122.30       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16520.8mA, V=3.20V, P=-52.62W
960      | 842257.29       | 983.07     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
961      | 843270.37       | 859.64     | 恒流充电 (CC Charge)                    | I= 4488.6mA, V=4.00V, P= 17.97W
962      | 844160.01       | 2080.43    | 恒压充电 (CV Charge)                    | I= 1018.1mA, V=4.20V, P=  4.28W
963      | 846270.44       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
964      | 847140.48       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14534.7mA, V=3.70V, P=-53.67W
965      | 847215.44       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4291.4mA, V=3.79V, P=-16.25W
966      | 848015.44       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16514.8mA, V=3.20V, P=-52.62W
967      | 848150.44       | 1010.65    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
968      | 849191.09       | 860.05     | 恒流充电 (CC Charge)                    | I= 4489.1mA, V=4.00V, P= 17.97W
969      | 850081.14       | 2074.07    | 恒压充电 (CV Charge)                    | I= 1016.7mA, V=4.20V, P=  4.27W
970      | 852185.21       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
971      | 853055.25       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14532.3mA, V=3.70V, P=-53.68W
972      | 853130.21       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4290.9mA, V=3.79V, P=-16.25W
973      | 853930.21       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16510.5mA, V=3.20V, P=-52.62W
974      | 854065.21       | 1064.16    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
975      | 855159.37       | 861.25     | 恒流充电 (CC Charge)                    | I= 4488.5mA, V=4.00V, P= 17.97W
976      | 856050.61       | 2056.83    | 恒压充电 (CV Charge)                    | I= 1028.9mA, V=4.20V, P=  4.32W
977      | 858137.45       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
978      | 859007.49       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14512.3mA, V=3.70V, P=-53.68W
979      | 859082.45       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4288.2mA, V=3.79V, P=-16.25W
980      | 859882.45       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16471.4mA, V=3.21V, P=-52.62W
981      | 860017.44       | 1218.38    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
982      | 861265.82       | 861.25     | 恒流充电 (CC Charge)                    | I= 4488.6mA, V=4.00V, P= 17.97W
983      | 862157.07       | 2035.93    | 恒压充电 (CV Charge)                    | I= 1039.1mA, V=4.20V, P=  4.36W
984      | 864223.00       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
985      | 865093.05       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14496.6mA, V=3.71V, P=-53.68W
986      | 865168.01       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4286.5mA, V=3.79V, P=-16.25W
987      | 865968.01       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16447.6mA, V=3.21V, P=-52.62W
988      | 866103.00       | 1211.10    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
989      | 867344.11       | 861.85     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.97W
990      | 868235.96       | 2018.47    | 恒压充电 (CV Charge)                    | I= 1035.6mA, V=4.20V, P=  4.35W
991      | 870284.43       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
992      | 871154.48       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14494.6mA, V=3.71V, P=-53.68W
993      | 871229.43       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4286.8mA, V=3.79V, P=-16.26W
994      | 872029.43       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16445.5mA, V=3.21V, P=-52.61W
995      | 872164.43       | 1393.58    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
996      | 873588.01       | 860.78     | 恒流充电 (CC Charge)                    | I= 4489.2mA, V=4.00V, P= 17.98W
997      | 874478.79       | 2026.51    | 恒压充电 (CV Charge)                    | I= 1037.8mA, V=4.20V, P=  4.36W
998      | 876535.30       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
999      | 877405.35       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14493.0mA, V=3.71V, P=-53.68W
1000     | 877480.30       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4286.7mA, V=3.80V, P=-16.26W
1001     | 878280.30       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16444.6mA, V=3.21V, P=-52.61W
1002     | 878415.30       | 1408.44    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
1003     | 879853.74       | 860.25     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.98W
1004     | 880743.99       | 2029.03    | 恒压充电 (CV Charge)                    | I= 1038.0mA, V=4.20V, P=  4.36W
1005     | 882803.01       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1006     | 883673.07       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14496.4mA, V=3.71V, P=-53.68W
1007     | 883748.02       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4286.9mA, V=3.79V, P=-16.25W
1008     | 884548.02       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16450.5mA, V=3.21V, P=-52.61W
1009     | 884683.01       | 1353.40    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
1010     | 886066.41       | 860.15     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.97W
1011     | 886956.56       | 2030.22    | 恒压充电 (CV Charge)                    | I= 1038.6mA, V=4.20V, P=  4.36W
1012     | 889016.78       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1013     | 889886.84       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14497.9mA, V=3.71V, P=-53.68W
1014     | 889961.79       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4286.9mA, V=3.79V, P=-16.25W
1015     | 890761.78       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16452.7mA, V=3.21V, P=-52.61W
1016     | 890896.78       | 1387.92    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
1017     | 892314.70       | 860.39     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.97W
1018     | 893205.09       | 2037.45    | 恒压充电 (CV Charge)                    | I= 1037.7mA, V=4.20V, P=  4.36W
1019     | 895272.54       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1020     | 896142.59       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14499.3mA, V=3.71V, P=-53.68W
1021     | 896217.54       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4287.1mA, V=3.79V, P=-16.25W
1022     | 897017.54       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16455.6mA, V=3.21V, P=-52.61W
1023     | 897152.54       | 1414.58    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
1024     | 898597.11       | 861.31     | 恒流充电 (CC Charge)                    | I= 4488.6mA, V=4.00V, P= 17.97W
1025     | 899488.43       | 2030.85    | 恒压充电 (CV Charge)                    | I= 1036.9mA, V=4.20V, P=  4.35W
1026     | 901549.28       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1027     | 902419.33       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14498.4mA, V=3.71V, P=-53.68W
1028     | 902494.28       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4286.7mA, V=3.79V, P=-16.25W
1029     | 903294.28       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16452.7mA, V=3.21V, P=-52.61W
1030     | 903429.28       | 1468.96    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
1031     | 904928.24       | 860.78     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.97W
1032     | 905819.03       | 2032.73    | 恒压充电 (CV Charge)                    | I= 1037.1mA, V=4.20V, P=  4.36W
1033     | 907881.76       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1034     | 908751.81       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14499.0mA, V=3.71V, P=-53.68W
1035     | 908826.76       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4287.3mA, V=3.79V, P=-16.26W
1036     | 909626.76       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16456.4mA, V=3.21V, P=-52.61W
1037     | 909761.76       | 1420.35    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
1038     | 911212.11       | 860.96     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.97W
1039     | 912103.07       | 2035.94    | 恒压充电 (CV Charge)                    | I= 1037.5mA, V=4.20V, P=  4.36W
1040     | 914169.02       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1041     | 915039.07       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14499.8mA, V=3.71V, P=-53.68W
1042     | 915114.02       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4287.5mA, V=3.79V, P=-16.26W
1043     | 915914.02       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16457.6mA, V=3.21V, P=-52.61W
1044     | 916049.02       | 1451.19    | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
1045     | 917530.21       | 860.59     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.97W
1046     | 918420.79       | 2037.17    | 恒压充电 (CV Charge)                    | I= 1037.3mA, V=4.20V, P=  4.36W
1047     | 920487.97       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1048     | 921358.02       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14501.6mA, V=3.71V, P=-53.68W
