--- 分析日志 for: VAH05.csv ---
--- 协议: 10% power reduction ---

[高级数据清洗]: 发现并删除了 1082 个数据点，这些点属于被识别为毛刺的短序列。

清洗后发现 10952 个有效片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
1381     | 1217616.22      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3814.3mA, V=3.82V, P=-14.58W
1382     | 1218416.22      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14268.5mA, V=3.33V, P=-47.32W
1383     | 1218551.22      | 889.29     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1384     | 1219470.51      | 1267.33    | 恒流充电 (CC Charge)                    | I= 3003.8mA, V=4.01V, P= 12.04W
1385     | 1220767.85      | 2121.79    | 恒压充电 (CV Charge)                    | I=  761.7mA, V=4.20V, P=  3.20W
1386     | 1222919.64      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1387     | 1223789.69      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12923.3mA, V=3.74V, P=-48.28W
1388     | 1223864.64      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3812.2mA, V=3.83V, P=-14.58W
1389     | 1224664.64      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14241.8mA, V=3.33V, P=-47.32W
1390     | 1224799.64      | 1029.50    | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1391     | 1225859.14      | 1268.49    | 恒流充电 (CC Charge)                    | I= 3003.7mA, V=4.01V, P= 12.04W
1392     | 1227157.62      | 2098.96    | 恒压充电 (CV Charge)                    | I=  766.0mA, V=4.20V, P=  3.22W
1393     | 1229286.58      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1394     | 1230156.64      | 74.94      | 任务剖面: 起飞 (Take-off)                 | I=-12925.6mA, V=3.74V, P=-48.29W
1395     | 1230231.58      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3813.8mA, V=3.83V, P=-14.58W
1396     | 1231031.58      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14249.1mA, V=3.33V, P=-47.33W
1397     | 1231166.58      | 856.00     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1398     | 1232052.57      | 1268.59    | 恒流充电 (CC Charge)                    | I= 3002.8mA, V=4.01V, P= 12.04W
1399     | 1233351.16      | 2081.95    | 恒压充电 (CV Charge)                    | I=  765.2mA, V=4.20V, P=  3.21W
1400     | 1235463.11      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1401     | 1236333.16      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12930.5mA, V=3.74V, P=-48.30W
1402     | 1236408.11      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3814.8mA, V=3.83V, P=-14.58W
1403     | 1237208.11      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14255.0mA, V=3.33V, P=-47.33W
1404     | 1237343.10      | 968.53     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1405     | 1238341.63      | 1268.38    | 恒流充电 (CC Charge)                    | I= 3002.4mA, V=4.01V, P= 12.04W
1406     | 1239640.02      | 2098.16    | 恒压充电 (CV Charge)                    | I=  766.8mA, V=4.20V, P=  3.22W
1407     | 1241768.18      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1408     | 1242638.24      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12933.7mA, V=3.74V, P=-48.29W
1409     | 1242713.18      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3815.0mA, V=3.83V, P=-14.58W
1410     | 1243513.18      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14260.0mA, V=3.33V, P=-47.33W
1411     | 1243648.18      | 968.11     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1412     | 1244646.29      | 1266.44    | 恒流充电 (CC Charge)                    | I= 3002.3mA, V=4.01V, P= 12.04W
1413     | 1245942.72      | 2104.69    | 恒压充电 (CV Charge)                    | I=  759.7mA, V=4.20V, P=  3.19W
1414     | 1248077.41      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1415     | 1248947.46      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12938.5mA, V=3.74V, P=-48.29W
1416     | 1249022.41      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3815.1mA, V=3.82V, P=-14.58W
1417     | 1249822.41      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14270.5mA, V=3.33V, P=-47.33W
1418     | 1249957.41      | 901.91     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1419     | 1250889.32      | 1265.64    | 恒流充电 (CC Charge)                    | I= 3002.4mA, V=4.01V, P= 12.04W
1420     | 1252184.96      | 2117.60    | 恒压充电 (CV Charge)                    | I=  762.0mA, V=4.20V, P=  3.20W
1421     | 1254332.56      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1422     | 1255202.61      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12950.7mA, V=3.73V, P=-48.29W
1423     | 1255277.56      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3816.1mA, V=3.82V, P=-14.58W
1424     | 1256077.56      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14292.9mA, V=3.32V, P=-47.33W
1425     | 1256212.56      | 725.86     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1426     | 1256968.42      | 1257.93    | 恒流充电 (CC Charge)                    | I= 3003.8mA, V=4.00V, P= 12.03W
1427     | 1258256.35      | 2183.75    | 恒压充电 (CV Charge)                    | I=  753.7mA, V=4.20V, P=  3.17W
1428     | 1260470.10      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1429     | 1261340.15      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12968.3mA, V=3.73V, P=-48.28W
1430     | 1261415.10      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3816.8mA, V=3.82V, P=-14.57W
1431     | 1262215.10      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14312.2mA, V=3.32V, P=-47.32W
1432     | 1262350.10      | 731.22     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1433     | 1263111.32      | 1259.64    | 恒流充电 (CC Charge)                    | I= 3003.7mA, V=4.00V, P= 12.03W
1434     | 1264400.96      | 2197.08    | 恒压充电 (CV Charge)                    | I=  746.0mA, V=4.20V, P=  3.13W
1435     | 1266628.04      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1436     | 1267498.09      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12966.1mA, V=3.73V, P=-48.28W
1437     | 1267573.04      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3815.6mA, V=3.82V, P=-14.57W
1438     | 1268373.04      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14298.9mA, V=3.32V, P=-47.32W
1439     | 1268508.04      | 780.00     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1440     | 1269308.78      | 0.00       | 静置 (Rest)                           | I=    0.0mA, V=3.71V, P=  0.00W
1441     | 1269318.78      | 3155.23    | 其他充电阶段                              | I= 1503.8mA, V=3.99V, P=  6.00W
1442     | 1272484.00      | 2480.07    | 恒压充电 (CV Charge)                    | I=  358.4mA, V=4.20V, P=  1.51W
1443     | 1274974.08      | 880.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1444     | 1275864.13      | 3599.94    | RPT: C/5 容量测试放电                     | I= -597.2mA, V=4.05V, P= -2.42W
1445     | 1279464.08      | 30.00      | RPT: IR测量前静置                        | I=  -65.1mA, V=4.00V, P= -0.26W
1446     | 1279494.08      | 7200.00    | RPT: C/5 容量测试放电                     | I= -597.1mA, V=3.78V, P= -2.26W
1447     | 1286694.08      | 30.00      | RPT: IR测量前静置                        | I=  -63.4mA, V=3.60V, P= -0.23W
1448     | 1286724.08      | 6222.85    | RPT: C/5 容量测试放电                     | I= -597.4mA, V=3.28V, P= -1.96W

>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> RPT完成 & 验证点 <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
>>> 在此RPT之前已完成的任务循环次数: 50
>>> 结论: 计数符合'每50个循环一次RPT'的规则。
>>> 数据点记录: Capacity = 2825.15 mAh, Cycle Number = 205
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> 验证完成 <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<

1449     | 1292956.93      | 890.00     | 静置 (Rest)                           | I=    0.0mA, V=2.74V, P=  0.00W
1450     | 1293876.93      | 2798.77    | 恒流充电 (CC Charge)                    | I= 3000.9mA, V=3.82V, P= 11.47W
1451     | 1296705.70      | 2275.20    | 恒压充电 (CV Charge)                    | I=  787.0mA, V=4.20V, P=  3.31W
1452     | 1299010.90      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1453     | 1299880.95      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12915.8mA, V=3.74V, P=-48.29W
1454     | 1299955.90      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3811.3mA, V=3.83V, P=-14.58W
1455     | 1300755.90      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14172.5mA, V=3.35V, P=-47.33W
1456     | 1300890.90      | 1028.76    | 静置 (Rest)                           | I=    0.0mA, V=3.71V, P=  0.00W
1457     | 1301949.66      | 1263.85    | 恒流充电 (CC Charge)                    | I= 3000.5mA, V=4.01V, P= 12.03W
1458     | 1303243.51      | 2138.39    | 恒压充电 (CV Charge)                    | I=  750.4mA, V=4.20V, P=  3.15W
1459     | 1305411.91      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1460     | 1306281.96      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12922.9mA, V=3.74V, P=-48.28W
1461     | 1306356.91      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3811.0mA, V=3.83V, P=-14.57W
1462     | 1307156.91      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14190.9mA, V=3.35V, P=-47.32W
1463     | 1307291.90      | 1021.29    | 静置 (Rest)                           | I=    0.0mA, V=3.71V, P=  0.00W
1464     | 1308343.20      | 1262.04    | 恒流充电 (CC Charge)                    | I= 3002.1mA, V=4.01V, P= 12.04W
1465     | 1309635.23      | 2154.47    | 恒压充电 (CV Charge)                    | I=  752.7mA, V=4.20V, P=  3.16W
1466     | 1311819.70      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1467     | 1312689.75      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12933.3mA, V=3.74V, P=-48.28W
1468     | 1312764.70      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3812.3mA, V=3.83V, P=-14.57W
1469     | 1313564.70      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14213.5mA, V=3.34V, P=-47.33W
1470     | 1313699.70      | 997.87     | 静置 (Rest)                           | I=    0.0mA, V=3.71V, P=  0.00W
1471     | 1314727.57      | 1262.11    | 恒流充电 (CC Charge)                    | I= 3002.6mA, V=4.01V, P= 12.04W
1472     | 1316019.68      | 2166.88    | 恒压充电 (CV Charge)                    | I=  745.6mA, V=4.20V, P=  3.13W
1473     | 1318216.57      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1474     | 1319086.62      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12941.1mA, V=3.73V, P=-48.28W
1475     | 1319161.57      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3813.8mA, V=3.82V, P=-14.58W
1476     | 1319961.57      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14234.3mA, V=3.34V, P=-47.33W
1477     | 1320096.56      | 959.86     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1478     | 1321086.42      | 1262.21    | 恒流充电 (CC Charge)                    | I= 3003.2mA, V=4.01V, P= 12.04W
1479     | 1322378.63      | 2171.17    | 恒压充电 (CV Charge)                    | I=  746.7mA, V=4.20V, P=  3.14W
1480     | 1324579.80      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1481     | 1325449.86      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12948.4mA, V=3.73V, P=-48.29W
1482     | 1325524.81      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3816.1mA, V=3.82V, P=-14.58W
1483     | 1326324.80      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14251.4mA, V=3.33V, P=-47.33W
1484     | 1326459.80      | 820.09     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1485     | 1327309.89      | 1263.95    | 恒流充电 (CC Charge)                    | I= 3002.3mA, V=4.01V, P= 12.03W
1486     | 1328603.84      | 2162.21    | 恒压充电 (CV Charge)                    | I=  745.0mA, V=4.20V, P=  3.13W
1487     | 1330796.05      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1488     | 1331666.11      | 74.94      | 任务剖面: 起飞 (Take-off)                 | I=-12950.1mA, V=3.73V, P=-48.29W
1489     | 1331741.06      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3816.8mA, V=3.82V, P=-14.58W
1490     | 1332541.05      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14255.7mA, V=3.33V, P=-47.33W
1491     | 1332676.05      | 866.71     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1492     | 1333572.76      | 1261.59    | 恒流充电 (CC Charge)                    | I= 3002.3mA, V=4.01V, P= 12.03W
1493     | 1334864.35      | 2169.03    | 恒压充电 (CV Charge)                    | I=  747.5mA, V=4.20V, P=  3.14W
1494     | 1337063.38      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1495     | 1337933.43      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12948.0mA, V=3.73V, P=-48.29W
1496     | 1338008.38      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3816.7mA, V=3.82V, P=-14.58W
1497     | 1338808.38      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14254.4mA, V=3.33V, P=-47.33W
1498     | 1338943.38      | 931.41     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1499     | 1339904.79      | 1262.36    | 恒流充电 (CC Charge)                    | I= 3002.6mA, V=4.01V, P= 12.04W
1500     | 1341197.15      | 2164.62    | 恒压充电 (CV Charge)                    | I=  746.0mA, V=4.20V, P=  3.13W
1501     | 1343391.77      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1502     | 1344261.82      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12953.0mA, V=3.73V, P=-48.29W
1503     | 1344336.77      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3817.6mA, V=3.82V, P=-14.58W
1504     | 1345136.77      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14266.0mA, V=3.33V, P=-47.33W
1505     | 1345271.77      | 890.65     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1506     | 1346192.42      | 1262.05    | 恒流充电 (CC Charge)                    | I= 3002.6mA, V=4.01V, P= 12.03W
1507     | 1347484.46      | 2166.62    | 恒压充电 (CV Charge)                    | I=  747.6mA, V=4.20V, P=  3.14W
1508     | 1349681.08      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1509     | 1350551.14      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12957.5mA, V=3.73V, P=-48.29W
1510     | 1350626.08      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3817.6mA, V=3.82V, P=-14.58W
1511     | 1351426.08      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14268.1mA, V=3.33V, P=-47.33W
1512     | 1351561.08      | 763.56     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1513     | 1352354.64      | 1264.41    | 恒流充电 (CC Charge)                    | I= 3002.9mA, V=4.01V, P= 12.03W
1514     | 1353649.05      | 2190.76    | 恒压充电 (CV Charge)                    | I=  736.8mA, V=4.20V, P=  3.09W
1515     | 1355869.81      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1516     | 1356739.86      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12961.5mA, V=3.73V, P=-48.29W
1517     | 1356814.81      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3816.7mA, V=3.82V, P=-14.58W
1518     | 1357614.81      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14276.4mA, V=3.33V, P=-47.32W
1519     | 1357749.80      | 865.78     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1520     | 1358645.59      | 1261.92    | 恒流充电 (CC Charge)                    | I= 3003.9mA, V=4.01V, P= 12.04W
1521     | 1359937.51      | 2190.07    | 恒压充电 (CV Charge)                    | I=  740.5mA, V=4.20V, P=  3.11W
1522     | 1362157.57      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1523     | 1363027.63      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12959.3mA, V=3.73V, P=-48.29W
1524     | 1363102.58      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3815.9mA, V=3.82V, P=-14.58W
1525     | 1363902.57      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14272.5mA, V=3.33V, P=-47.32W
1526     | 1364037.57      | 893.19     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1527     | 1364960.76      | 1262.82    | 恒流充电 (CC Charge)                    | I= 3003.7mA, V=4.01V, P= 12.04W
1528     | 1366253.58      | 2186.45    | 恒压充电 (CV Charge)                    | I=  748.2mA, V=4.20V, P=  3.14W
1529     | 1368470.04      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1530     | 1369340.09      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12952.3mA, V=3.73V, P=-48.29W
1531     | 1369415.04      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3815.2mA, V=3.82V, P=-14.58W
1532     | 1370215.04      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14262.9mA, V=3.33V, P=-47.32W
1533     | 1370350.03      | 988.29     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1534     | 1371368.32      | 1264.37    | 恒流充电 (CC Charge)                    | I= 3002.9mA, V=4.01V, P= 12.04W
1535     | 1372662.69      | 2171.20    | 恒压充电 (CV Charge)                    | I=  745.5mA, V=4.20V, P=  3.13W
1536     | 1374863.89      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1537     | 1375733.94      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12949.6mA, V=3.73V, P=-48.29W
1538     | 1375808.89      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3815.5mA, V=3.82V, P=-14.58W
1539     | 1376608.89      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14262.2mA, V=3.33V, P=-47.33W
1540     | 1376743.89      | 896.07     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1541     | 1377669.96      | 1266.44    | 恒流充电 (CC Charge)                    | I= 3002.5mA, V=4.01V, P= 12.03W
1542     | 1378966.40      | 2169.72    | 恒压充电 (CV Charge)                    | I=  742.3mA, V=4.20V, P=  3.12W
1543     | 1381166.13      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1544     | 1382036.17      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12954.5mA, V=3.73V, P=-48.29W
1545     | 1382111.13      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3816.6mA, V=3.82V, P=-14.58W
1546     | 1382911.13      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14271.0mA, V=3.33V, P=-47.33W
1547     | 1383046.12      | 841.45     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1548     | 1383917.58      | 1267.44    | 恒流充电 (CC Charge)                    | I= 3001.2mA, V=4.01V, P= 12.03W
1549     | 1385215.01      | 2167.50    | 恒压充电 (CV Charge)                    | I=  740.6mA, V=4.20V, P=  3.11W
1550     | 1387412.51      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1551     | 1388282.55      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12954.2mA, V=3.73V, P=-48.29W
1552     | 1388357.51      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3816.8mA, V=3.82V, P=-14.58W
1553     | 1389157.51      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14272.1mA, V=3.33V, P=-47.33W
1554     | 1389292.51      | 814.12     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1555     | 1390136.63      | 1266.12    | 恒流充电 (CC Charge)                    | I= 3001.4mA, V=4.01V, P= 12.03W
1556     | 1391432.76      | 2180.42    | 恒压充电 (CV Charge)                    | I=  742.3mA, V=4.20V, P=  3.12W
1557     | 1393643.17      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1558     | 1394513.22      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12955.1mA, V=3.73V, P=-48.29W
1559     | 1394588.18      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3817.0mA, V=3.82V, P=-14.58W
1560     | 1395388.17      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14273.3mA, V=3.33V, P=-47.33W
1561     | 1395523.17      | 815.16     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1562     | 1396368.33      | 1265.91    | 恒流充电 (CC Charge)                    | I= 3001.2mA, V=4.01V, P= 12.03W
1563     | 1397664.24      | 2180.08    | 恒压充电 (CV Charge)                    | I=  742.2mA, V=4.20V, P=  3.12W
1564     | 1399874.32      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1565     | 1400744.37      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12957.8mA, V=3.73V, P=-48.29W
1566     | 1400819.32      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3817.1mA, V=3.82V, P=-14.58W
1567     | 1401619.32      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14277.3mA, V=3.33V, P=-47.33W
1568     | 1401754.32      | 840.13     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1569     | 1402624.45      | 1265.36    | 恒流充电 (CC Charge)                    | I= 3001.7mA, V=4.01V, P= 12.03W
1570     | 1403919.81      | 2185.08    | 恒压充电 (CV Charge)                    | I=  743.0mA, V=4.20V, P=  3.12W
1571     | 1406134.89      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1572     | 1407004.92      | 74.97      | 任务剖面: 起飞 (Take-off)                 | I=-12946.3mA, V=3.73V, P=-48.23W
1573     | 1407079.89      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3817.9mA, V=3.82V, P=-14.58W
1574     | 1407879.89      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14288.3mA, V=3.32V, P=-47.33W
1575     | 1408014.89      | 801.78     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1576     | 1408846.67      | 1264.74    | 恒流充电 (CC Charge)                    | I= 3001.7mA, V=4.01V, P= 12.03W
1577     | 1410141.40      | 2187.83    | 恒压充电 (CV Charge)                    | I=  745.4mA, V=4.20V, P=  3.13W
1578     | 1412359.24      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1579     | 1413229.27      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12950.2mA, V=3.73V, P=-48.23W
1580     | 1413304.24      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3818.7mA, V=3.82V, P=-14.58W
1581     | 1414104.24      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14300.0mA, V=3.32V, P=-47.33W
1582     | 1414239.23      | 758.22     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1583     | 1415027.46      | 1265.81    | 恒流充电 (CC Charge)                    | I= 3001.7mA, V=4.01V, P= 12.03W
1584     | 1416323.27      | 2194.02    | 恒压充电 (CV Charge)                    | I=  736.6mA, V=4.20V, P=  3.09W
1585     | 1418547.29      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1586     | 1419417.33      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12949.8mA, V=3.73V, P=-48.23W
1587     | 1419492.29      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3818.6mA, V=3.82V, P=-14.58W
1588     | 1420292.29      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14300.0mA, V=3.32V, P=-47.33W
1589     | 1420427.29      | 759.07     | 静置 (Rest)                           | I=    0.0mA, V=3.70V, P=  0.00W
1590     | 1421216.36      | 1261.76    | 恒流充电 (CC Charge)                    | I= 3001.6mA, V=4.01V, P= 12.03W
1591     | 1422508.12      | 2223.07    | 恒压充电 (CV Charge)                    | I=  731.7mA, V=4.20V, P=  3.07W
1592     | 1424761.19      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1593     | 1425631.22      | 74.97      | 任务剖面: 起飞 (Take-off)                 | I=-12961.7mA, V=3.73V, P=-48.23W
1594     | 1425706.19      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3820.1mA, V=3.82V, P=-14.58W
1595     | 1426506.19      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14314.4mA, V=3.32V, P=-47.33W
1596     | 1426641.19      | 735.12     | 静置 (Rest)                           | I=    0.0mA, V=3.69V, P=  0.00W
1597     | 1427406.31      | 1262.47    | 恒流充电 (CC Charge)                    | I= 3001.8mA, V=4.01V, P= 12.03W
1598     | 1428698.77      | 2226.58    | 恒压充电 (CV Charge)                    | I=  732.2mA, V=4.20V, P=  3.08W
1599     | 1430955.35      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1600     | 1431825.39      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12988.1mA, V=3.72V, P=-48.29W
1601     | 1431900.36      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3820.8mA, V=3.82V, P=-14.58W
1602     | 1432700.35      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14324.1mA, V=3.32V, P=-47.33W
1603     | 1432835.35      | 691.41     | 静置 (Rest)                           | I=    0.0mA, V=3.69V, P=  0.00W
1604     | 1433556.76      | 1262.45    | 恒流充电 (CC Charge)                    | I= 3001.6mA, V=4.01V, P= 12.02W
1605     | 1434849.21      | 2234.87    | 恒压充电 (CV Charge)                    | I=  733.3mA, V=4.20V, P=  3.08W
1606     | 1437114.09      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1607     | 1437984.12      | 74.97      | 任务剖面: 起飞 (Take-off)                 | I=-12972.3mA, V=3.72V, P=-48.22W
