--- 分析日志 for: VAH27.csv ---
--- 协议: Baseline ---

[高级数据清洗]: 发现并删除了 1 个数据点，这些点属于被识别为毛刺的短序列。

清洗后发现 4139 个有效片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
1068     | 986251.16       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1069     | 987121.20       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14558.0mA, V=3.69V, P=-53.66W
1070     | 987196.16       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4300.4mA, V=3.79V, P=-16.27W
1071     | 987996.16       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16598.8mA, V=3.18V, P=-52.56W
1072     | 988131.16       | 787.19     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1073     | 988948.34       | 1473.12    | 恒流充电 (CC Charge)                    | I= 2987.8mA, V=3.98V, P= 11.90W
1074     | 990451.46       | 2059.34    | 恒压充电 (CV Charge)                    | I=  818.8mA, V=4.20V, P=  3.44W
1075     | 992540.81       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1076     | 993410.86       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14562.7mA, V=3.69V, P=-53.66W
1077     | 993485.81       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4301.1mA, V=3.78V, P=-16.26W
1078     | 994285.81       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16608.3mA, V=3.18V, P=-52.56W
1079     | 994420.81       | 780.00     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1080     | 995204.02       | 0.00       | 静置 (Rest)                           | I=    0.0mA, V=3.65V, P=  0.00W
1081     | 995234.02       | 3587.88    | 其他充电阶段                              | I= 1488.7mA, V=3.97V, P=  5.91W
1082     | 998851.89       | 2125.57    | 恒压充电 (CV Charge)                    | I=  402.6mA, V=4.20V, P=  1.69W
1083     | 1001007.47      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
1084     | 1001877.51      | 3599.95    | RPT: C/5 容量测试放电                     | I= -611.6mA, V=4.06V, P= -2.48W
1085     | 1005477.47      | 30.00      | RPT: IR测量前静置                        | I=  -79.3mA, V=4.01V, P= -0.32W
1086     | 1005507.47      | 7200.00    | RPT: C/5 容量测试放电                     | I= -611.6mA, V=3.79V, P= -2.32W
1087     | 1012707.46      | 30.00      | RPT: IR测量前静置                        | I=  -79.3mA, V=3.60V, P= -0.29W
1088     | 1012737.46      | 6319.15    | RPT: C/5 容量测试放电                     | I= -611.7mA, V=3.28V, P= -2.00W

>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> RPT完成 & 验证点 <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
>>> 在此RPT之前已完成的任务循环次数: 50
>>> 结论: 计数符合'每50个循环一次RPT'的规则。
>>> 数据点记录: Capacity = 2909.91 mAh, Cycle Number = 154
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> 验证完成 <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<

1089     | 1019086.61      | 870.00     | 静置 (Rest)                           | I=    0.0mA, V=2.76V, P=  0.00W
1090     | 1019986.61      | 2762.24    | 恒流充电 (CC Charge)                    | I= 2988.0mA, V=3.82V, P= 11.42W
1091     | 1022778.85      | 2200.50    | 恒压充电 (CV Charge)                    | I=  834.0mA, V=4.20V, P=  3.50W
1092     | 1025009.35      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1093     | 1025879.39      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14566.8mA, V=3.69V, P=-53.67W
1094     | 1025954.35      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4300.7mA, V=3.79V, P=-16.27W
1095     | 1026754.35      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16447.6mA, V=3.21V, P=-52.56W
1096     | 1026889.35      | 729.35     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1097     | 1027648.69      | 1467.81    | 恒流充电 (CC Charge)                    | I= 2988.0mA, V=3.98V, P= 11.89W
1098     | 1029146.50      | 2067.31    | 恒压充电 (CV Charge)                    | I=  819.9mA, V=4.20V, P=  3.44W
1099     | 1031243.81      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1100     | 1032113.85      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14563.3mA, V=3.69V, P=-53.66W
1101     | 1032188.81      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4300.4mA, V=3.79V, P=-16.27W
1102     | 1032988.81      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16457.2mA, V=3.21V, P=-52.56W
1103     | 1033123.81      | 753.90     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1104     | 1033907.71      | 1469.34    | 恒流充电 (CC Charge)                    | I= 2987.8mA, V=3.98V, P= 11.89W
1105     | 1035407.05      | 2048.44    | 恒压充电 (CV Charge)                    | I=  817.4mA, V=4.20V, P=  3.43W
1106     | 1037485.49      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1107     | 1038355.54      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14566.4mA, V=3.69V, P=-53.67W
1108     | 1038430.50      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4300.9mA, V=3.79V, P=-16.27W
1109     | 1039230.49      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16481.7mA, V=3.20V, P=-52.56W
1110     | 1039365.49      | 769.18     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1111     | 1040164.68      | 1470.52    | 恒流充电 (CC Charge)                    | I= 2987.7mA, V=3.98V, P= 11.90W
1112     | 1041665.19      | 2079.63    | 恒压充电 (CV Charge)                    | I=  808.5mA, V=4.20V, P=  3.40W
1113     | 1043774.83      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1114     | 1044644.87      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14540.8mA, V=3.69V, P=-53.58W
1115     | 1044719.83      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4301.2mA, V=3.78V, P=-16.27W
1116     | 1045519.83      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16505.1mA, V=3.20V, P=-52.55W
1117     | 1045654.82      | 754.09     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1118     | 1046438.92      | 1468.79    | 恒流充电 (CC Charge)                    | I= 2987.8mA, V=3.98V, P= 11.88W
1119     | 1047937.70      | 2091.92    | 恒压充电 (CV Charge)                    | I=  809.2mA, V=4.20V, P=  3.40W
1120     | 1050059.63      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1121     | 1050929.67      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14574.0mA, V=3.69V, P=-53.66W
1122     | 1051004.63      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4302.0mA, V=3.78V, P=-16.27W
1123     | 1051804.63      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16535.9mA, V=3.20V, P=-52.57W
1124     | 1051939.63      | 735.76     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1125     | 1052705.38      | 1469.70    | 恒流充电 (CC Charge)                    | I= 2987.7mA, V=3.98V, P= 11.88W
1126     | 1054205.08      | 2100.64    | 恒压充电 (CV Charge)                    | I=  800.0mA, V=4.20V, P=  3.36W
1127     | 1056335.72      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1128     | 1057205.77      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14550.9mA, V=3.69V, P=-53.57W
1129     | 1057280.72      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4302.6mA, V=3.78V, P=-16.27W
1130     | 1058080.72      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16552.8mA, V=3.19V, P=-52.56W
1131     | 1058215.72      | 745.77     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1132     | 1058991.49      | 1469.27    | 恒流充电 (CC Charge)                    | I= 2988.0mA, V=3.98V, P= 11.88W
1133     | 1060490.76      | 2112.15    | 恒压充电 (CV Charge)                    | I=  800.6mA, V=4.20V, P=  3.36W
1134     | 1062632.91      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1135     | 1063502.96      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14585.4mA, V=3.68V, P=-53.66W
1136     | 1063577.91      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4303.6mA, V=3.78V, P=-16.27W
1137     | 1064377.91      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16571.6mA, V=3.19V, P=-52.56W
1138     | 1064512.91      | 728.51     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1139     | 1065271.42      | 1470.06    | 恒流充电 (CC Charge)                    | I= 2987.7mA, V=3.98V, P= 11.89W
1140     | 1066771.49      | 2113.07    | 恒压充电 (CV Charge)                    | I=  802.0mA, V=4.20V, P=  3.37W
1141     | 1068914.55      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1142     | 1069784.59      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14590.0mA, V=3.68V, P=-53.67W
1143     | 1069859.55      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4304.3mA, V=3.78V, P=-16.27W
1144     | 1070659.55      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16586.3mA, V=3.19V, P=-52.56W
1145     | 1070794.55      | 721.58     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1146     | 1071546.13      | 1470.61    | 恒流充电 (CC Charge)                    | I= 2987.7mA, V=3.98V, P= 11.89W
1147     | 1073046.74      | 2120.16    | 恒压充电 (CV Charge)                    | I=  801.9mA, V=4.20V, P=  3.37W
1148     | 1075196.91      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1149     | 1076066.95      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14595.2mA, V=3.68V, P=-53.66W
1150     | 1076141.91      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4304.6mA, V=3.78V, P=-16.26W
1151     | 1076941.91      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16602.5mA, V=3.18V, P=-52.56W
1152     | 1077076.90      | 709.77     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1153     | 1077816.68      | 1470.44    | 恒流充电 (CC Charge)                    | I= 2987.9mA, V=3.98V, P= 11.89W
1154     | 1079317.11      | 2115.65    | 恒压充电 (CV Charge)                    | I=  802.9mA, V=4.20V, P=  3.37W
1155     | 1081462.76      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1156     | 1082332.80      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14598.6mA, V=3.68V, P=-53.66W
1157     | 1082407.76      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4305.1mA, V=3.78V, P=-16.26W
1158     | 1083207.76      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16615.4mA, V=3.18V, P=-52.56W
1159     | 1083342.76      | 717.01     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1160     | 1084089.76      | 1470.63    | 恒流充电 (CC Charge)                    | I= 2987.7mA, V=3.98V, P= 11.89W
1161     | 1085590.39      | 2119.84    | 恒压充电 (CV Charge)                    | I=  804.4mA, V=4.20V, P=  3.38W
1162     | 1087740.23      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1163     | 1088610.28      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14601.7mA, V=3.68V, P=-53.66W
1164     | 1088685.23      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4305.9mA, V=3.78V, P=-16.27W
1165     | 1089485.23      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16624.4mA, V=3.18V, P=-52.56W
1166     | 1089620.23      | 718.61     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1167     | 1090368.84      | 1471.31    | 恒流充电 (CC Charge)                    | I= 2987.6mA, V=3.98V, P= 11.89W
1168     | 1091870.15      | 2119.82    | 恒压充电 (CV Charge)                    | I=  805.1mA, V=4.20V, P=  3.38W
1169     | 1094019.98      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1170     | 1094890.02      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14603.6mA, V=3.68V, P=-53.67W
1171     | 1094964.98      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4306.5mA, V=3.78V, P=-16.27W
1172     | 1095764.98      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16628.3mA, V=3.18V, P=-52.57W
1173     | 1095899.97      | 716.37     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1174     | 1096646.35      | 1471.15    | 恒流充电 (CC Charge)                    | I= 2987.9mA, V=3.98V, P= 11.89W
1175     | 1098147.50      | 2125.00    | 恒压充电 (CV Charge)                    | I=  804.5mA, V=4.20V, P=  3.38W
1176     | 1100302.50      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1177     | 1101172.55      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14599.1mA, V=3.68V, P=-53.67W
1178     | 1101247.51      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4305.6mA, V=3.78V, P=-16.27W
1179     | 1102047.50      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16623.8mA, V=3.18V, P=-52.56W
1180     | 1102182.50      | 733.12     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1181     | 1102945.63      | 1471.09    | 恒流充电 (CC Charge)                    | I= 2987.8mA, V=3.98V, P= 11.89W
1182     | 1104446.72      | 2128.56    | 恒压充电 (CV Charge)                    | I=  803.8mA, V=4.20V, P=  3.38W
1183     | 1106605.27      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1184     | 1107475.32      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14598.9mA, V=3.68V, P=-53.67W
1185     | 1107550.28      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4305.5mA, V=3.78V, P=-16.27W
1186     | 1108350.27      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16624.4mA, V=3.18V, P=-52.56W
1187     | 1108485.27      | 753.48     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1188     | 1109268.75      | 1471.66    | 恒流充电 (CC Charge)                    | I= 2988.0mA, V=3.98V, P= 11.89W
1189     | 1110770.41      | 2100.90    | 恒压充电 (CV Charge)                    | I=  802.4mA, V=4.20V, P=  3.37W
1190     | 1112901.31      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1191     | 1113771.36      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14595.8mA, V=3.68V, P=-53.66W
1192     | 1113846.31      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4305.8mA, V=3.78V, P=-16.27W
1193     | 1114646.31      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16625.4mA, V=3.18V, P=-52.56W
1194     | 1114781.31      | 753.41     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1195     | 1115564.72      | 1474.51    | 恒流充电 (CC Charge)                    | I= 2987.5mA, V=3.98V, P= 11.89W
1196     | 1117069.23      | 2109.02    | 恒压充电 (CV Charge)                    | I=  801.2mA, V=4.20V, P=  3.36W
1197     | 1119208.25      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1198     | 1120078.29      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14594.3mA, V=3.68V, P=-53.67W
1199     | 1120153.25      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4304.9mA, V=3.78V, P=-16.27W
1200     | 1120953.25      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16618.9mA, V=3.18V, P=-52.55W
1201     | 1121088.25      | 775.16     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1202     | 1121893.41      | 1474.70    | 恒流充电 (CC Charge)                    | I= 2987.5mA, V=3.98V, P= 11.89W
1203     | 1123398.11      | 2123.46    | 恒压充电 (CV Charge)                    | I=  800.2mA, V=4.20V, P=  3.36W
1204     | 1125551.57      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1205     | 1126421.61      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14593.4mA, V=3.68V, P=-53.66W
1206     | 1126496.57      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4304.9mA, V=3.78V, P=-16.27W
1207     | 1127296.57      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16626.0mA, V=3.18V, P=-52.56W
1208     | 1127431.57      | 775.69     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1209     | 1128237.25      | 1472.71    | 恒流充电 (CC Charge)                    | I= 2987.9mA, V=3.98V, P= 11.89W
1210     | 1129739.96      | 2132.73    | 恒压充电 (CV Charge)                    | I=  791.5mA, V=4.20V, P=  3.32W
1211     | 1131902.69      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1212     | 1132772.74      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14597.1mA, V=3.68V, P=-53.67W
1213     | 1132847.69      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4305.4mA, V=3.78V, P=-16.27W
1214     | 1133647.69      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16633.7mA, V=3.18V, P=-52.56W
1215     | 1133782.69      | 764.67     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1216     | 1134577.36      | 1471.98    | 恒流充电 (CC Charge)                    | I= 2987.3mA, V=3.98V, P= 11.89W
1217     | 1136079.34      | 2130.16    | 恒压充电 (CV Charge)                    | I=  792.3mA, V=4.20V, P=  3.33W
1218     | 1138239.50      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1219     | 1139109.54      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14573.6mA, V=3.68V, P=-53.57W
1220     | 1139184.50      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4305.8mA, V=3.78V, P=-16.27W
1221     | 1139984.50      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16645.9mA, V=3.18V, P=-52.56W
1222     | 1140119.50      | 756.03     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1223     | 1140905.53      | 1472.07    | 恒流充电 (CC Charge)                    | I= 2987.8mA, V=3.98V, P= 11.89W
1224     | 1142407.60      | 2137.66    | 恒压充电 (CV Charge)                    | I=  792.4mA, V=4.20V, P=  3.33W
1225     | 1144575.27      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1226     | 1145445.31      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14607.4mA, V=3.68V, P=-53.66W
1227     | 1145520.27      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4306.6mA, V=3.78V, P=-16.27W
1228     | 1146320.27      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16656.0mA, V=3.17V, P=-52.56W
1229     | 1146455.26      | 742.79     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1230     | 1147228.05      | 1471.98    | 恒流充电 (CC Charge)                    | I= 2987.7mA, V=3.98V, P= 11.89W
1231     | 1148730.03      | 2130.09    | 恒压充电 (CV Charge)                    | I=  794.0mA, V=4.20V, P=  3.33W
1232     | 1150890.12      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1233     | 1151760.17      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14616.2mA, V=3.68V, P=-53.67W
1234     | 1151835.12      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4307.3mA, V=3.78V, P=-16.26W
1235     | 1152635.12      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16676.8mA, V=3.17V, P=-52.56W
1236     | 1152770.12      | 718.64     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1237     | 1153518.75      | 1472.02    | 恒流充电 (CC Charge)                    | I= 2987.6mA, V=3.98V, P= 11.89W
1238     | 1155020.77      | 2172.63    | 恒压充电 (CV Charge)                    | I=  786.4mA, V=4.20V, P=  3.30W
1239     | 1157223.40      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1240     | 1158093.45      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14593.3mA, V=3.68V, P=-53.58W
1241     | 1158168.41      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4308.1mA, V=3.78V, P=-16.27W
1242     | 1158968.40      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16682.0mA, V=3.17V, P=-52.55W
1243     | 1159103.40      | 704.05     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1244     | 1159837.45      | 1470.72    | 恒流充电 (CC Charge)                    | I= 2988.0mA, V=3.98V, P= 11.89W
1245     | 1161338.18      | 2176.96    | 恒压充电 (CV Charge)                    | I=  787.3mA, V=4.20V, P=  3.31W
1246     | 1163545.14      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1247     | 1164415.18      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14624.0mA, V=3.67V, P=-53.66W
1248     | 1164490.14      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4308.5mA, V=3.78V, P=-16.26W
1249     | 1165290.14      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16694.0mA, V=3.17V, P=-52.56W
1250     | 1165425.14      | 710.38     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1251     | 1166165.52      | 1470.02    | 恒流充电 (CC Charge)                    | I= 2987.9mA, V=3.98V, P= 11.89W
1252     | 1167665.54      | 2168.99    | 恒压充电 (CV Charge)                    | I=  788.4mA, V=4.20V, P=  3.31W
1253     | 1169864.53      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1254     | 1170734.58      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14601.5mA, V=3.67V, P=-53.57W
1255     | 1170809.54      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4309.4mA, V=3.78V, P=-16.27W
1256     | 1171609.53      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16703.8mA, V=3.16V, P=-52.56W
1257     | 1171744.53      | 713.25     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1258     | 1172487.78      | 1471.50    | 恒流充电 (CC Charge)                    | I= 2988.3mA, V=3.98V, P= 11.89W
1259     | 1173989.29      | 2160.71    | 恒压充电 (CV Charge)                    | I=  786.6mA, V=4.20V, P=  3.30W
1260     | 1176180.00      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1261     | 1177050.04      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14630.4mA, V=3.67V, P=-53.66W
1262     | 1177125.00      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4309.5mA, V=3.78V, P=-16.27W
1263     | 1177925.00      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16705.5mA, V=3.16V, P=-52.56W
1264     | 1178059.99      | 707.60     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1265     | 1178797.59      | 1473.77    | 恒流充电 (CC Charge)                    | I= 2987.7mA, V=3.98V, P= 11.89W
1266     | 1180301.36      | 1919.27    | 恒压充电 (CV Charge)                    | I=  877.1mA, V=4.20V, P=  3.68W
1267     | 1182250.63      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1268     | 1183120.68      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14621.9mA, V=3.67V, P=-53.66W
1269     | 1183195.63      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4309.6mA, V=3.78V, P=-16.27W
1270     | 1183995.63      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16700.7mA, V=3.17V, P=-52.57W
1271     | 1184130.63      | 698.80     | 静置 (Rest)                           | I=    0.0mA, V=3.62V, P=  0.00W
1272     | 1184859.42      | 1478.01    | 恒流充电 (CC Charge)                    | I= 2987.5mA, V=3.98V, P= 11.88W
1273     | 1186367.43      | 1985.79    | 恒压充电 (CV Charge)                    | I=  838.1mA, V=4.20V, P=  3.52W
1274     | 1188383.22      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1275     | 1189253.27      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14617.0mA, V=3.68V, P=-53.66W
1276     | 1189328.22      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4308.2mA, V=3.78V, P=-16.27W
1277     | 1190128.22      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16681.8mA, V=3.17V, P=-52.56W
1278     | 1190263.22      | 732.37     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1279     | 1191025.59      | 1478.24    | 恒流充电 (CC Charge)                    | I= 2988.1mA, V=3.98V, P= 11.89W
1280     | 1192533.83      | 1964.09    | 恒压充电 (CV Charge)                    | I=  845.5mA, V=4.20V, P=  3.55W
1281     | 1194527.92      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1282     | 1195397.97      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14603.8mA, V=3.68V, P=-53.66W
1283     | 1195472.93      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4305.6mA, V=3.78V, P=-16.26W
1284     | 1196272.92      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16656.5mA, V=3.17V, P=-52.55W
1285     | 1196407.92      | 773.45     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1286     | 1197211.37      | 1478.57    | 恒流充电 (CC Charge)                    | I= 2987.4mA, V=3.98V, P= 11.88W
1287     | 1198719.94      | 1944.98    | 恒压充电 (CV Charge)                    | I=  851.5mA, V=4.20V, P=  3.58W
1288     | 1200694.91      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1289     | 1201564.96      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14595.4mA, V=3.68V, P=-53.66W
1290     | 1201639.92      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4306.4mA, V=3.78V, P=-16.27W
1291     | 1202439.91      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16653.2mA, V=3.17V, P=-52.55W
1292     | 1202574.91      | 856.34     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1293     | 1203461.25      | 1484.55    | 恒流充电 (CC Charge)                    | I= 2987.7mA, V=3.98V, P= 11.88W
1294     | 1204975.80      | 2112.51    | 恒压充电 (CV Charge)                    | I=  798.5mA, V=4.20V, P=  3.35W
