--- 分析日志 for: VAH11.csv ---
--- 协议: 20% power reduction ---

清洗后发现 15869 个有效片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
2588     | 2191905.11      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2589     | 2192775.16      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11547.8mA, V=3.72V, P=-42.94W
2590     | 2192850.11      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3371.2mA, V=3.84V, P=-12.95W
2591     | 2193650.11      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12376.6mA, V=3.41V, P=-42.10W
2592     | 2193785.11      | 397.09     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2593     | 2194212.20      | 1017.24    | 恒流充电 (CC Charge)                    | I= 3003.6mA, V=4.02V, P= 12.08W
2594     | 2195259.44      | 2491.08    | 恒压充电 (CV Charge)                    | I=  678.7mA, V=4.20V, P=  2.85W
2595     | 2197780.52      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2596     | 2198650.57      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11547.7mA, V=3.72V, P=-42.93W
2597     | 2198725.52      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3371.0mA, V=3.84V, P=-12.95W
2598     | 2199525.52      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12376.5mA, V=3.41V, P=-42.10W
2599     | 2199660.51      | 406.69     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2600     | 2200097.21      | 1017.54    | 恒流充电 (CC Charge)                    | I= 3003.6mA, V=4.02V, P= 12.08W
2601     | 2201144.75      | 2484.77    | 恒压充电 (CV Charge)                    | I=  685.7mA, V=4.20V, P=  2.88W
2602     | 2203659.52      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2603     | 2204529.57      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11542.7mA, V=3.72V, P=-42.94W
2604     | 2204604.52      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3371.0mA, V=3.84V, P=-12.95W
2605     | 2205404.52      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12368.4mA, V=3.41V, P=-42.10W
2606     | 2205539.52      | 436.83     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2607     | 2206006.35      | 1019.56    | 恒流充电 (CC Charge)                    | I= 3003.7mA, V=4.02V, P= 12.08W
2608     | 2207055.91      | 2465.66    | 恒压充电 (CV Charge)                    | I=  683.3mA, V=4.20V, P=  2.87W
2609     | 2209551.57      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2610     | 2210421.62      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11538.2mA, V=3.73V, P=-42.94W
2611     | 2210496.57      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3370.7mA, V=3.84V, P=-12.95W
2612     | 2211296.57      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12366.0mA, V=3.41V, P=-42.10W
2613     | 2211431.57      | 462.42     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2614     | 2211923.99      | 1019.01    | 恒流充电 (CC Charge)                    | I= 3002.9mA, V=4.02V, P= 12.08W
2615     | 2212973.00      | 2467.99    | 恒压充电 (CV Charge)                    | I=  682.4mA, V=4.20V, P=  2.87W
2616     | 2215471.00      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2617     | 2216341.05      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11538.0mA, V=3.73V, P=-42.94W
2618     | 2216416.00      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3371.8mA, V=3.84V, P=-12.95W
2619     | 2217216.00      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12368.0mA, V=3.41V, P=-42.11W
2620     | 2217351.00      | 458.50     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2621     | 2217839.50      | 1020.28    | 恒流充电 (CC Charge)                    | I= 3002.0mA, V=4.03V, P= 12.09W
2622     | 2218889.78      | 2456.01    | 恒压充电 (CV Charge)                    | I=  688.1mA, V=4.20V, P=  2.89W
2623     | 2221375.79      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2624     | 2222245.84      | 74.94      | 任务剖面: 起飞 (Take-off)                 | I=-11538.6mA, V=3.73V, P=-42.94W
2625     | 2222320.79      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3371.3mA, V=3.84V, P=-12.95W
2626     | 2223120.79      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12368.0mA, V=3.41V, P=-42.10W
2627     | 2223255.79      | 447.08     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2628     | 2223732.87      | 1019.04    | 恒流充电 (CC Charge)                    | I= 3001.6mA, V=4.02V, P= 12.07W
2629     | 2224781.91      | 2460.98    | 恒压充电 (CV Charge)                    | I=  681.8mA, V=4.20V, P=  2.86W
2630     | 2227272.90      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2631     | 2228142.95      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11541.1mA, V=3.72V, P=-42.94W
2632     | 2228217.90      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3371.5mA, V=3.84V, P=-12.95W
2633     | 2229017.90      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12369.4mA, V=3.41V, P=-42.10W
2634     | 2229152.89      | 445.31     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2635     | 2229628.21      | 1020.40    | 恒流充电 (CC Charge)                    | I= 3002.4mA, V=4.03V, P= 12.09W
2636     | 2230678.61      | 2458.26    | 恒压充电 (CV Charge)                    | I=  687.3mA, V=4.20V, P=  2.89W
2637     | 2233166.88      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2638     | 2234036.93      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11543.8mA, V=3.72V, P=-42.94W
2639     | 2234111.88      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3371.9mA, V=3.84V, P=-12.95W
2640     | 2234911.88      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12375.1mA, V=3.41V, P=-42.10W
2641     | 2235046.87      | 445.07     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2642     | 2235521.94      | 1019.40    | 恒流充电 (CC Charge)                    | I= 3002.6mA, V=4.02V, P= 12.08W
2643     | 2236571.34      | 2468.62    | 恒压充电 (CV Charge)                    | I=  681.9mA, V=4.20V, P=  2.86W
2644     | 2239069.96      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2645     | 2239940.02      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11552.9mA, V=3.72V, P=-42.94W
2646     | 2240014.97      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3372.0mA, V=3.84V, P=-12.95W
2647     | 2240814.96      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12383.6mA, V=3.41V, P=-42.10W
2648     | 2240949.96      | 411.27     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2649     | 2241391.24      | 1019.05    | 恒流充电 (CC Charge)                    | I= 3003.8mA, V=4.02V, P= 12.08W
2650     | 2242440.29      | 2483.35    | 恒压充电 (CV Charge)                    | I=  683.4mA, V=4.20V, P=  2.87W
2651     | 2244953.64      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2652     | 2245823.69      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11554.8mA, V=3.72V, P=-42.94W
2653     | 2245898.64      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3372.4mA, V=3.84V, P=-12.95W
2654     | 2246698.64      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12385.8mA, V=3.41V, P=-42.10W
2655     | 2246833.64      | 406.82     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2656     | 2247270.45      | 1019.22    | 恒流充电 (CC Charge)                    | I= 3003.6mA, V=4.02V, P= 12.08W
2657     | 2248319.67      | 2482.73    | 恒压充电 (CV Charge)                    | I=  683.5mA, V=4.20V, P=  2.87W
2658     | 2250832.41      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2659     | 2251702.46      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11552.5mA, V=3.72V, P=-42.94W
2660     | 2251777.41      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3372.0mA, V=3.84V, P=-12.95W
2661     | 2252577.41      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12383.5mA, V=3.41V, P=-42.10W
2662     | 2252712.40      | 423.19     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2663     | 2253165.60      | 1019.46    | 恒流充电 (CC Charge)                    | I= 3004.2mA, V=4.02V, P= 12.08W
2664     | 2254215.05      | 2480.49    | 恒压充电 (CV Charge)                    | I=  683.6mA, V=4.20V, P=  2.87W
2665     | 2256725.54      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2666     | 2257595.60      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11554.7mA, V=3.72V, P=-42.94W
2667     | 2257670.54      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3372.8mA, V=3.84V, P=-12.95W
2668     | 2258470.54      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12386.9mA, V=3.41V, P=-42.10W
2669     | 2258605.54      | 423.97     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2670     | 2259059.51      | 1019.23    | 恒流充电 (CC Charge)                    | I= 3002.2mA, V=4.02V, P= 12.08W
2671     | 2260108.75      | 2475.25    | 恒压充电 (CV Charge)                    | I=  682.4mA, V=4.20V, P=  2.87W
2672     | 2262614.00      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2673     | 2263484.05      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11559.3mA, V=3.72V, P=-42.94W
2674     | 2263559.00      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3373.9mA, V=3.84V, P=-12.95W
2675     | 2264359.00      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12392.5mA, V=3.41V, P=-42.10W
2676     | 2264494.00      | 406.22     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2677     | 2264930.22      | 1019.95    | 恒流充电 (CC Charge)                    | I= 3002.3mA, V=4.02V, P= 12.07W
2678     | 2265980.16      | 2465.14    | 恒压充电 (CV Charge)                    | I=  681.9mA, V=4.20V, P=  2.86W
2679     | 2268475.30      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2680     | 2269345.35      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11561.5mA, V=3.72V, P=-42.94W
2681     | 2269420.30      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3374.6mA, V=3.84V, P=-12.95W
2682     | 2270220.30      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12396.1mA, V=3.41V, P=-42.10W
2683     | 2270355.30      | 408.03     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2684     | 2270793.33      | 1019.97    | 恒流充电 (CC Charge)                    | I= 3002.2mA, V=4.02V, P= 12.07W
2685     | 2271843.29      | 2469.74    | 恒压充电 (CV Charge)                    | I=  682.7mA, V=4.20V, P=  2.87W
2686     | 2274343.04      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2687     | 2275213.09      | 74.94      | 任务剖面: 起飞 (Take-off)                 | I=-11563.9mA, V=3.72V, P=-42.95W
2688     | 2275288.04      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3375.1mA, V=3.84V, P=-12.96W
2689     | 2276088.04      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12396.5mA, V=3.41V, P=-42.10W
2690     | 2276223.03      | 417.84     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2691     | 2276670.87      | 1019.04    | 恒流充电 (CC Charge)                    | I= 3003.9mA, V=4.02V, P= 12.08W
2692     | 2277719.92      | 2501.09    | 恒压充电 (CV Charge)                    | I=  678.2mA, V=4.20V, P=  2.85W
2693     | 2280251.00      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2694     | 2281121.05      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11565.6mA, V=3.72V, P=-42.94W
2695     | 2281196.00      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3373.9mA, V=3.84V, P=-12.95W
2696     | 2281996.00      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12399.2mA, V=3.40V, P=-42.10W
2697     | 2282131.00      | 402.93     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2698     | 2282563.93      | 1018.76    | 恒流充电 (CC Charge)                    | I= 3003.2mA, V=4.02V, P= 12.08W
2699     | 2283612.69      | 2512.63    | 恒压充电 (CV Charge)                    | I=  678.5mA, V=4.20V, P=  2.85W
2700     | 2286155.32      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2701     | 2287025.38      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11562.3mA, V=3.72V, P=-42.94W
2702     | 2287100.32      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3374.0mA, V=3.84V, P=-12.95W
2703     | 2287900.32      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12396.0mA, V=3.41V, P=-42.10W
2704     | 2288035.32      | 420.13     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2705     | 2288485.45      | 1019.71    | 恒流充电 (CC Charge)                    | I= 3003.3mA, V=4.02V, P= 12.08W
2706     | 2289535.15      | 2505.34    | 恒压充电 (CV Charge)                    | I=  677.0mA, V=4.20V, P=  2.84W
2707     | 2292070.49      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2708     | 2292940.55      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11552.2mA, V=3.72V, P=-42.93W
2709     | 2293015.50      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3371.5mA, V=3.84V, P=-12.95W
2710     | 2293815.49      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12383.2mA, V=3.41V, P=-42.10W
2711     | 2293950.49      | 442.06     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2712     | 2294422.55      | 1019.75    | 恒流充电 (CC Charge)                    | I= 3003.3mA, V=4.02V, P= 12.08W
2713     | 2295472.30      | 2501.70    | 恒压充电 (CV Charge)                    | I=  674.6mA, V=4.20V, P=  2.83W
2714     | 2298004.00      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2715     | 2298874.05      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11558.5mA, V=3.72V, P=-42.93W
2716     | 2298949.00      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3372.2mA, V=3.84V, P=-12.95W
2717     | 2299749.00      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12393.0mA, V=3.41V, P=-42.10W
2718     | 2299884.00      | 413.61     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2719     | 2300327.60      | 1018.59    | 恒流充电 (CC Charge)                    | I= 3003.9mA, V=4.02V, P= 12.08W
2720     | 2301376.20      | 2509.39    | 恒压充电 (CV Charge)                    | I=  677.0mA, V=4.20V, P=  2.84W
2721     | 2303915.58      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2722     | 2304785.63      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11553.3mA, V=3.72V, P=-42.93W
2723     | 2304860.59      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3371.6mA, V=3.84V, P=-12.95W
2724     | 2305660.58      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12387.4mA, V=3.41V, P=-42.10W
2725     | 2305795.58      | 432.58     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2726     | 2306258.16      | 1018.98    | 恒流充电 (CC Charge)                    | I= 3003.6mA, V=4.02V, P= 12.08W
2727     | 2307307.15      | 2490.10    | 恒压充电 (CV Charge)                    | I=  675.8mA, V=4.20V, P=  2.84W
2728     | 2309827.25      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2729     | 2310697.30      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11552.2mA, V=3.72V, P=-42.94W
2730     | 2310772.25      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3373.1mA, V=3.84V, P=-12.95W
2731     | 2311572.25      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12386.1mA, V=3.41V, P=-42.10W
2732     | 2311707.24      | 465.22     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2733     | 2312202.47      | 1020.42    | 恒流充电 (CC Charge)                    | I= 3003.1mA, V=4.03V, P= 12.09W
2734     | 2313252.89      | 2488.76    | 恒压充电 (CV Charge)                    | I=  681.3mA, V=4.20V, P=  2.86W
2735     | 2315771.65      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2736     | 2316641.70      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11551.2mA, V=3.72V, P=-42.94W
2737     | 2316716.65      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3372.5mA, V=3.84V, P=-12.95W
2738     | 2317516.65      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12382.6mA, V=3.41V, P=-42.10W
2739     | 2317651.64      | 475.64     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2740     | 2318157.29      | 1020.52    | 恒流充电 (CC Charge)                    | I= 3002.6mA, V=4.03V, P= 12.09W
2741     | 2319207.80      | 2481.02    | 恒压充电 (CV Charge)                    | I=  680.5mA, V=4.20V, P=  2.86W
2742     | 2321718.82      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2743     | 2322588.86      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-11539.8mA, V=3.72V, P=-42.89W
2744     | 2322663.82      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3372.5mA, V=3.84V, P=-12.95W
2745     | 2323463.82      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12388.8mA, V=3.41V, P=-42.10W
2746     | 2323598.82      | 455.82     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2747     | 2324084.64      | 1019.98    | 恒流充电 (CC Charge)                    | I= 3002.7mA, V=4.02V, P= 12.08W
2748     | 2325134.62      | 2495.94    | 恒压充电 (CV Charge)                    | I=  674.1mA, V=4.20V, P=  2.83W
2749     | 2327660.56      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2750     | 2328530.61      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11562.9mA, V=3.72V, P=-42.94W
2751     | 2328605.56      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3373.4mA, V=3.84V, P=-12.95W
2752     | 2329405.56      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12397.9mA, V=3.41V, P=-42.10W
2753     | 2329540.56      | 432.14     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2754     | 2330002.70      | 1019.19    | 恒流充电 (CC Charge)                    | I= 3002.7mA, V=4.02V, P= 12.08W
2755     | 2331051.88      | 2506.32    | 恒压充电 (CV Charge)                    | I=  675.2mA, V=4.20V, P=  2.84W
2756     | 2333588.20      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2757     | 2334458.25      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11568.4mA, V=3.72V, P=-42.93W
2758     | 2334533.20      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3374.0mA, V=3.84V, P=-12.95W
2759     | 2335333.20      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12404.8mA, V=3.40V, P=-42.10W
2760     | 2335468.20      | 412.32     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2761     | 2335910.52      | 1019.07    | 恒流充电 (CC Charge)                    | I= 3003.1mA, V=4.02V, P= 12.08W
2762     | 2336959.59      | 2504.15    | 恒压充电 (CV Charge)                    | I=  675.8mA, V=4.20V, P=  2.84W
2763     | 2339493.73      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2764     | 2340363.78      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11570.5mA, V=3.71V, P=-42.93W
2765     | 2340438.73      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3374.2mA, V=3.84V, P=-12.95W
2766     | 2341238.73      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12406.6mA, V=3.40V, P=-42.10W
2767     | 2341373.73      | 409.48     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2768     | 2341813.21      | 1019.90    | 恒流充电 (CC Charge)                    | I= 3003.2mA, V=4.02V, P= 12.08W
2769     | 2342863.11      | 2496.24    | 恒压充电 (CV Charge)                    | I=  675.9mA, V=4.20V, P=  2.84W
2770     | 2345389.35      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2771     | 2346259.40      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11571.6mA, V=3.71V, P=-42.93W
2772     | 2346334.35      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3374.9mA, V=3.84V, P=-12.95W
2773     | 2347134.35      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12408.9mA, V=3.40V, P=-42.10W
2774     | 2347269.34      | 411.11     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2775     | 2347710.45      | 1019.73    | 恒流充电 (CC Charge)                    | I= 3003.2mA, V=4.02V, P= 12.08W
2776     | 2348760.18      | 2503.74    | 恒压充电 (CV Charge)                    | I=  676.5mA, V=4.20V, P=  2.84W
2777     | 2351293.92      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2778     | 2352163.97      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-11573.6mA, V=3.71V, P=-42.94W
2779     | 2352238.93      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3374.7mA, V=3.84V, P=-12.95W
2780     | 2353038.92      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12412.1mA, V=3.40V, P=-42.10W
2781     | 2353173.92      | 394.68     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2782     | 2353598.61      | 1018.80    | 恒流充电 (CC Charge)                    | I= 3003.0mA, V=4.02V, P= 12.08W
2783     | 2354647.41      | 2505.81    | 恒压充电 (CV Charge)                    | I=  676.8mA, V=4.20V, P=  2.84W
2784     | 2357183.21      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2785     | 2358053.27      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11578.4mA, V=3.71V, P=-42.93W
2786     | 2358128.22      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3375.2mA, V=3.84V, P=-12.95W
2787     | 2358928.21      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12417.9mA, V=3.40V, P=-42.10W
2788     | 2359063.21      | 381.41     | 静置 (Rest)                           | I=    0.0mA, V=3.73V, P=  0.00W
2789     | 2359474.62      | 1019.00    | 恒流充电 (CC Charge)                    | I= 3002.9mA, V=4.02V, P= 12.08W
2790     | 2360523.62      | 2516.88    | 恒压充电 (CV Charge)                    | I=  677.7mA, V=4.20V, P=  2.85W
2791     | 2363070.50      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2792     | 2363940.54      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11581.0mA, V=3.71V, P=-42.93W
2793     | 2364015.50      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3375.5mA, V=3.84V, P=-12.95W
2794     | 2364815.50      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12420.5mA, V=3.40V, P=-42.10W
2795     | 2364950.50      | 384.19     | 静置 (Rest)                           | I=    0.0mA, V=3.73V, P=  0.00W
2796     | 2365364.68      | 1018.52    | 恒流充电 (CC Charge)                    | I= 3003.1mA, V=4.02V, P= 12.08W
2797     | 2366413.20      | 2526.58    | 恒压充电 (CV Charge)                    | I=  671.5mA, V=4.20V, P=  2.82W
2798     | 2368969.78      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2799     | 2369839.82      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11581.4mA, V=3.71V, P=-42.93W
2800     | 2369914.78      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3375.6mA, V=3.84V, P=-12.95W
2801     | 2370714.78      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12420.8mA, V=3.40V, P=-42.10W
2802     | 2370849.77      | 378.36     | 静置 (Rest)                           | I=    0.0mA, V=3.73V, P=  0.00W
2803     | 2371258.13      | 1018.42    | 恒流充电 (CC Charge)                    | I= 3002.4mA, V=4.02V, P= 12.07W
2804     | 2372306.55      | 2529.35    | 恒压充电 (CV Charge)                    | I=  671.7mA, V=4.20V, P=  2.82W
2805     | 2374865.90      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2806     | 2375735.94      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11576.6mA, V=3.71V, P=-42.93W
2807     | 2375810.90      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3374.8mA, V=3.84V, P=-12.95W
2808     | 2376610.90      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12410.7mA, V=3.40V, P=-42.10W
2809     | 2376745.90      | 409.31     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2810     | 2377185.21      | 1021.64    | 恒流充电 (CC Charge)                    | I= 3003.3mA, V=4.03V, P= 12.09W
2811     | 2378236.85      | 2492.89    | 恒压充电 (CV Charge)                    | I=  675.9mA, V=4.20V, P=  2.84W
2812     | 2380759.73      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2813     | 2381629.78      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-11558.5mA, V=3.72V, P=-42.93W
2814     | 2381704.74      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3372.6mA, V=3.84V, P=-12.95W
2815     | 2382504.73      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-12390.5mA, V=3.41V, P=-42.10W
2816     | 2382639.73      | 477.38     | 静置 (Rest)                           | I=    0.0mA, V=3.74V, P=  0.00W
2817     | 2383147.11      | 1022.91    | 恒流充电 (CC Charge)                    | I= 3003.2mA, V=4.03V, P= 12.09W
2818     | 2384200.02      | 2458.57    | 恒压充电 (CV Charge)                    | I=  687.3mA, V=4.20V, P=  2.89W
2819     | 2386688.60      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
