--- 分析日志 for: VAH16.csv ---
--- 协议: CC charge current 1.5C ---

清洗后发现 3933 个有效片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
1164     | 1017714.49      | 862.24     | 恒流充电 (CC Charge)                    | I= 4489.1mA, V=4.00V, P= 17.96W
1165     | 1018606.72      | 2130.12    | 恒压充电 (CV Charge)                    | I=  987.8mA, V=4.20V, P=  4.15W
1166     | 1020766.85      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1167     | 1021636.90      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14563.8mA, V=3.69V, P=-53.67W
1168     | 1021711.85      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4295.3mA, V=3.79V, P=-16.25W
1169     | 1022511.85      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16538.0mA, V=3.20V, P=-52.63W
1170     | 1022646.85      | 916.02     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1171     | 1023592.87      | 862.08     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.96W
1172     | 1024484.95      | 2133.39    | 恒压充电 (CV Charge)                    | I=  987.6mA, V=4.20V, P=  4.15W
1173     | 1026648.34      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1174     | 1027518.40      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14568.5mA, V=3.69V, P=-53.67W
1175     | 1027593.35      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4295.8mA, V=3.79V, P=-16.25W
1176     | 1028393.34      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16545.6mA, V=3.20V, P=-52.63W
1177     | 1028528.34      | 901.26     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1178     | 1029459.60      | 862.70     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.96W
1179     | 1030352.30      | 2135.83    | 恒压充电 (CV Charge)                    | I=  987.6mA, V=4.20V, P=  4.15W
1180     | 1032518.13      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1181     | 1033388.18      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14571.1mA, V=3.69V, P=-53.67W
1182     | 1033463.13      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4295.9mA, V=3.79V, P=-16.25W
1183     | 1034263.13      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16550.5mA, V=3.20V, P=-52.62W
1184     | 1034398.13      | 951.52     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1185     | 1035379.65      | 862.40     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.96W
1186     | 1036272.06      | 2141.91    | 恒压充电 (CV Charge)                    | I=  988.4mA, V=4.20V, P=  4.15W
1187     | 1038443.97      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1188     | 1039314.02      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14572.6mA, V=3.69V, P=-53.67W
1189     | 1039388.97      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4295.8mA, V=3.79V, P=-16.25W
1190     | 1040188.97      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16553.3mA, V=3.19V, P=-52.62W
1191     | 1040323.97      | 977.61     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1192     | 1041331.58      | 862.84     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.96W
1193     | 1042224.42      | 2140.10    | 恒压充电 (CV Charge)                    | I=  988.6mA, V=4.20V, P=  4.15W
1194     | 1044394.52      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1195     | 1045264.57      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14575.5mA, V=3.69V, P=-53.67W
1196     | 1045339.52      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4296.5mA, V=3.79V, P=-16.25W
1197     | 1046139.52      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16556.4mA, V=3.19V, P=-52.62W
1198     | 1046274.51      | 987.01     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1199     | 1047291.53      | 863.10     | 恒流充电 (CC Charge)                    | I= 4489.2mA, V=4.00V, P= 17.96W
1200     | 1048184.63      | 2139.73    | 恒压充电 (CV Charge)                    | I=  987.9mA, V=4.20V, P=  4.15W
1201     | 1050354.36      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1202     | 1051224.42      | 74.94      | 任务剖面: 起飞 (Take-off)                 | I=-14569.0mA, V=3.69V, P=-53.67W
1203     | 1051299.36      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4296.5mA, V=3.79V, P=-16.25W
1204     | 1052099.36      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16552.5mA, V=3.20V, P=-52.63W
1205     | 1052234.35      | 973.02     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1206     | 1053237.37      | 863.55     | 恒流充电 (CC Charge)                    | I= 4489.5mA, V=4.00V, P= 17.96W
1207     | 1054130.93      | 2132.23    | 恒压充电 (CV Charge)                    | I=  987.3mA, V=4.20V, P=  4.15W
1208     | 1056293.16      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1209     | 1057163.21      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14565.1mA, V=3.69V, P=-53.67W
1210     | 1057238.16      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4295.9mA, V=3.79V, P=-16.25W
1211     | 1058038.16      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16548.0mA, V=3.20V, P=-52.63W
1212     | 1058173.16      | 1038.73    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1213     | 1059241.89      | 862.66     | 恒流充电 (CC Charge)                    | I= 4489.1mA, V=4.00V, P= 17.96W
1214     | 1060134.55      | 2136.38    | 恒压充电 (CV Charge)                    | I=  987.5mA, V=4.20V, P=  4.15W
1215     | 1062300.93      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1216     | 1063170.98      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14562.5mA, V=3.69V, P=-53.67W
1217     | 1063245.93      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4294.9mA, V=3.79V, P=-16.25W
1218     | 1064045.93      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16544.8mA, V=3.20V, P=-52.62W
1219     | 1064180.93      | 1030.20    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1220     | 1065241.13      | 862.92     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.96W
1221     | 1066134.05      | 2136.57    | 恒压充电 (CV Charge)                    | I=  987.2mA, V=4.20V, P=  4.15W
1222     | 1068300.62      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1223     | 1069170.67      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14562.9mA, V=3.69V, P=-53.67W
1224     | 1069245.62      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4294.7mA, V=3.79V, P=-16.25W
1225     | 1070045.62      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16546.6mA, V=3.20V, P=-52.63W
1226     | 1070180.62      | 1046.45    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1227     | 1071257.07      | 862.90     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.96W
1228     | 1072149.97      | 2139.52    | 恒压充电 (CV Charge)                    | I=  986.1mA, V=4.20V, P=  4.14W
1229     | 1074319.49      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1230     | 1075189.53      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14565.6mA, V=3.69V, P=-53.67W
1231     | 1075264.49      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4295.2mA, V=3.79V, P=-16.25W
1232     | 1076064.49      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16553.0mA, V=3.20V, P=-52.62W
1233     | 1076199.49      | 1040.52    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1234     | 1077270.01      | 862.65     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.96W
1235     | 1078162.67      | 2142.76    | 恒压充电 (CV Charge)                    | I=  987.5mA, V=4.20V, P=  4.15W
1236     | 1080335.43      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1237     | 1081205.47      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14572.4mA, V=3.69V, P=-53.67W
1238     | 1081280.43      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4296.1mA, V=3.79V, P=-16.25W
1239     | 1082080.43      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16563.1mA, V=3.19V, P=-52.62W
1240     | 1082215.42      | 1058.09    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1241     | 1083303.51      | 863.16     | 恒流充电 (CC Charge)                    | I= 4489.3mA, V=4.00V, P= 17.96W
1242     | 1084196.67      | 2143.91    | 恒压充电 (CV Charge)                    | I=  987.3mA, V=4.20V, P=  4.15W
1243     | 1086370.58      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1244     | 1087240.63      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14573.4mA, V=3.69V, P=-53.67W
1245     | 1087315.58      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4296.8mA, V=3.79V, P=-16.25W
1246     | 1088115.58      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16570.7mA, V=3.19V, P=-52.63W
1247     | 1088250.58      | 1039.20    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1248     | 1089319.78      | 863.41     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.96W
1249     | 1090213.19      | 2150.50    | 恒压充电 (CV Charge)                    | I=  987.5mA, V=4.20V, P=  4.15W
1250     | 1092393.69      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1251     | 1093263.73      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14573.8mA, V=3.69V, P=-53.67W
1252     | 1093338.69      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4296.6mA, V=3.79V, P=-16.25W
1253     | 1094138.69      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16573.8mA, V=3.19V, P=-52.63W
1254     | 1094273.68      | 1012.72    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1255     | 1095316.40      | 863.16     | 恒流充电 (CC Charge)                    | I= 4488.6mA, V=4.00V, P= 17.96W
1256     | 1096209.56      | 2154.86    | 恒压充电 (CV Charge)                    | I=  988.2mA, V=4.20V, P=  4.15W
1257     | 1098394.42      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1258     | 1099264.47      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14577.5mA, V=3.69V, P=-53.67W
1259     | 1099339.42      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4296.8mA, V=3.79V, P=-16.25W
1260     | 1100139.42      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16581.0mA, V=3.19V, P=-52.62W
1261     | 1100274.42      | 968.80     | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1262     | 1101273.22      | 863.15     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.96W
1263     | 1102166.37      | 2161.16    | 恒压充电 (CV Charge)                    | I=  975.7mA, V=4.20V, P=  4.10W
1264     | 1104357.53      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1265     | 1105227.58      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14581.6mA, V=3.69V, P=-53.67W
1266     | 1105302.53      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4297.5mA, V=3.78V, P=-16.25W
1267     | 1106102.53      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16588.2mA, V=3.19V, P=-52.63W
1268     | 1106237.53      | 1009.39    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1269     | 1107276.92      | 862.92     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.96W
1270     | 1108169.84      | 2171.91    | 恒压充电 (CV Charge)                    | I=  976.3mA, V=4.20V, P=  4.10W
1271     | 1110371.75      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1272     | 1111241.80      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14588.5mA, V=3.68V, P=-53.67W
1273     | 1111316.75      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4298.2mA, V=3.78V, P=-16.25W
1274     | 1112116.75      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16598.7mA, V=3.19V, P=-52.62W
1275     | 1112251.75      | 999.73     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1276     | 1113281.47      | 863.18     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.96W
1277     | 1114174.65      | 2170.24    | 恒压充电 (CV Charge)                    | I=  976.7mA, V=4.20V, P=  4.10W
1278     | 1116374.89      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1279     | 1117244.94      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14592.9mA, V=3.68V, P=-53.67W
1280     | 1117319.89      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4298.7mA, V=3.78V, P=-16.25W
1281     | 1118119.89      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16608.0mA, V=3.18V, P=-52.62W
1282     | 1118254.89      | 976.10     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1283     | 1119260.99      | 863.93     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.96W
1284     | 1120154.92      | 2166.55    | 恒压充电 (CV Charge)                    | I=  976.9mA, V=4.20V, P=  4.10W
1285     | 1122351.47      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1286     | 1123221.52      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14590.1mA, V=3.68V, P=-53.67W
1287     | 1123296.47      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4299.0mA, V=3.78V, P=-16.25W
1288     | 1124096.47      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16604.8mA, V=3.19V, P=-52.63W
1289     | 1124231.47      | 987.54     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1290     | 1125249.01      | 864.87     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.96W
1291     | 1126143.88      | 2167.29    | 恒压充电 (CV Charge)                    | I=  975.5mA, V=4.20V, P=  4.10W
1292     | 1128341.18      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1293     | 1129211.23      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14583.9mA, V=3.68V, P=-53.67W
1294     | 1129286.18      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4297.5mA, V=3.78V, P=-16.25W
1295     | 1130086.18      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16593.1mA, V=3.19V, P=-52.62W
1296     | 1130221.18      | 1091.96    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1297     | 1131343.13      | 864.07     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.96W
1298     | 1132237.20      | 2160.99    | 恒压充电 (CV Charge)                    | I=  976.1mA, V=4.20V, P=  4.10W
1299     | 1134428.20      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1300     | 1135298.25      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14571.8mA, V=3.69V, P=-53.67W
1301     | 1135373.20      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4296.0mA, V=3.79V, P=-16.25W
1302     | 1136173.20      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16571.5mA, V=3.19V, P=-52.62W
1303     | 1136308.19      | 1134.62    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1304     | 1137472.82      | 864.01     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.96W
1305     | 1138366.83      | 2149.94    | 恒压充电 (CV Charge)                    | I=  985.9mA, V=4.20V, P=  4.14W
1306     | 1140546.77      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1307     | 1141416.83      | 74.94      | 任务剖面: 起飞 (Take-off)                 | I=-14569.3mA, V=3.69V, P=-53.67W
1308     | 1141491.77      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4295.7mA, V=3.79V, P=-16.25W
1309     | 1142291.77      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16569.0mA, V=3.19V, P=-52.62W
1310     | 1142426.77      | 1136.29    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1311     | 1143593.06      | 863.85     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.96W
1312     | 1144486.91      | 2143.47    | 恒压充电 (CV Charge)                    | I=  985.2mA, V=4.20V, P=  4.14W
1313     | 1146660.38      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1314     | 1147530.43      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14573.2mA, V=3.69V, P=-53.67W
1315     | 1147605.38      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4296.5mA, V=3.79V, P=-16.25W
1316     | 1148405.38      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16579.6mA, V=3.19V, P=-52.62W
1317     | 1148540.38      | 1147.42    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1318     | 1149717.80      | 863.62     | 恒流充电 (CC Charge)                    | I= 4489.3mA, V=4.00V, P= 17.96W
1319     | 1150611.42      | 2156.35    | 恒压充电 (CV Charge)                    | I=  986.3mA, V=4.20V, P=  4.14W
1320     | 1152797.77      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1321     | 1153667.82      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14582.1mA, V=3.69V, P=-53.67W
1322     | 1153742.77      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4297.0mA, V=3.79V, P=-16.25W
1323     | 1154542.77      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16592.4mA, V=3.19V, P=-52.62W
1324     | 1154677.77      | 1131.28    | 静置 (Rest)                           | I=    0.0mA, V=3.64V, P=  0.00W
1325     | 1155839.04      | 863.86     | 恒流充电 (CC Charge)                    | I= 4489.4mA, V=4.00V, P= 17.96W
1326     | 1156732.91      | 2002.15    | 恒压充电 (CV Charge)                    | I= 1051.4mA, V=4.20V, P=  4.42W
1327     | 1158765.06      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1328     | 1159635.11      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14586.2mA, V=3.68V, P=-53.67W
1329     | 1159710.06      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4299.5mA, V=3.78V, P=-16.25W
1330     | 1160510.06      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16613.4mA, V=3.18V, P=-52.62W
1331     | 1160645.05      | 1091.48    | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1332     | 1161766.54      | 868.46     | 恒流充电 (CC Charge)                    | I= 4489.1mA, V=4.00V, P= 17.95W
1333     | 1162665.00      | 2176.64    | 恒压充电 (CV Charge)                    | I=  976.5mA, V=4.20V, P=  4.10W
1334     | 1164871.64      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1335     | 1165741.69      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14588.4mA, V=3.68V, P=-53.67W
1336     | 1165816.64      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4298.7mA, V=3.78V, P=-16.25W
1337     | 1166616.64      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16610.8mA, V=3.18V, P=-52.62W
1338     | 1166751.63      | 1033.24    | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1339     | 1167814.88      | 863.97     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.96W
1340     | 1168708.85      | 2184.04    | 恒压充电 (CV Charge)                    | I=  975.8mA, V=4.20V, P=  4.10W
1341     | 1170922.89      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1342     | 1171792.95      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14589.0mA, V=3.68V, P=-53.67W
1343     | 1171867.90      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4298.5mA, V=3.78V, P=-16.25W
1344     | 1172667.89      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16610.2mA, V=3.18V, P=-52.62W
1345     | 1172802.89      | 1048.46    | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1346     | 1173881.35      | 863.69     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.96W
1347     | 1174775.04      | 2181.22    | 恒压充电 (CV Charge)                    | I=  975.8mA, V=4.20V, P=  4.10W
1348     | 1176986.26      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1349     | 1177856.31      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14593.2mA, V=3.68V, P=-53.67W
1350     | 1177931.26      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4299.0mA, V=3.78V, P=-16.25W
1351     | 1178731.26      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16619.7mA, V=3.18V, P=-52.63W
1352     | 1178866.26      | 1071.53    | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1353     | 1179967.78      | 863.61     | 恒流充电 (CC Charge)                    | I= 4489.1mA, V=4.00V, P= 17.96W
1354     | 1180861.39      | 2192.96    | 恒压充电 (CV Charge)                    | I=  964.6mA, V=4.20V, P=  4.05W
1355     | 1183084.35      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1356     | 1183954.40      | 74.94      | 任务剖面: 起飞 (Take-off)                 | I=-14600.6mA, V=3.68V, P=-53.67W
1357     | 1184029.35      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4299.7mA, V=3.78V, P=-16.25W
1358     | 1184829.35      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16632.3mA, V=3.18V, P=-52.62W
1359     | 1184964.35      | 1044.10    | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1360     | 1186038.45      | 863.79     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.96W
1361     | 1186932.24      | 2188.91    | 恒压充电 (CV Charge)                    | I=  977.2mA, V=4.20V, P=  4.10W
1362     | 1189151.14      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1363     | 1190021.20      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14607.3mA, V=3.68V, P=-53.67W
1364     | 1190096.15      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4300.5mA, V=3.78V, P=-16.25W
1365     | 1190896.15      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16644.1mA, V=3.18V, P=-52.63W
1366     | 1191031.14      | 1003.61    | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1367     | 1192064.76      | 864.32     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.96W
1368     | 1192959.08      | 2203.96    | 恒压充电 (CV Charge)                    | I=  965.4mA, V=4.20V, P=  4.05W
1369     | 1195193.04      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1370     | 1196063.09      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14610.3mA, V=3.68V, P=-53.67W
1371     | 1196138.04      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4301.4mA, V=3.78V, P=-16.25W
1372     | 1196938.04      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16653.4mA, V=3.18V, P=-52.63W
1373     | 1197073.04      | 1001.83    | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1374     | 1198104.87      | 864.01     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.96W
1375     | 1198998.88      | 2206.55    | 恒压充电 (CV Charge)                    | I=  966.1mA, V=4.20V, P=  4.06W
1376     | 1201235.43      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1377     | 1202105.49      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14613.7mA, V=3.68V, P=-53.67W
1378     | 1202180.44      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4301.5mA, V=3.78V, P=-16.25W
1379     | 1202980.43      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16660.4mA, V=3.18V, P=-52.63W
1380     | 1203115.43      | 993.26     | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1381     | 1204138.69      | 863.74     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.96W
1382     | 1205032.43      | 2213.32    | 恒压充电 (CV Charge)                    | I=  967.2mA, V=4.20V, P=  4.06W
1383     | 1207275.76      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1384     | 1208145.81      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14610.0mA, V=3.68V, P=-53.67W
1385     | 1208220.76      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4301.0mA, V=3.78V, P=-16.25W
1386     | 1209020.76      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16650.0mA, V=3.18V, P=-52.62W
1387     | 1209155.75      | 1011.10    | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1388     | 1210196.85      | 865.10     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.95W
1389     | 1211091.95      | 2200.57    | 恒压充电 (CV Charge)                    | I=  965.5mA, V=4.20V, P=  4.06W
1390     | 1213322.52      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
1391     | 1214192.57      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14600.1mA, V=3.68V, P=-53.67W
1392     | 1214267.52      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4299.7mA, V=3.78V, P=-16.25W
1393     | 1215067.52      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16630.8mA, V=3.18V, P=-52.62W
1394     | 1215202.52      | 1089.32    | 静置 (Rest)                           | I=    0.0mA, V=3.63V, P=  0.00W
1395     | 1216321.84      | 864.71     | 恒流充电 (CC Charge)                    | I= 4488.6mA, V=4.00V, P= 17.96W
